"cpg_id","chr","pos"
"cg01142969","chr15",41165762
"cg01143068","chr15",42888179
"cg01144019","chr15",63188741
"cg01145928","chr15",52738117
"cg01146205","chr15",75627681
"cg01148276","chr15",68608583
"cg01152302","chr15",84323770
"cg01152374","chr15",69817071
"cg01152488","chr15",23894273
"cg01153166","chr15",96874702
"cg01155076","chr15",76015526
"cg01155325","chr15",42719757
"cg01156302","chr15",89422783
"cg01156844","chr15",85520317
"cg01169981","chr15",85680344
"cg01171368","chr15",62456106
"cg01171597","chr15",73075587
"cg01173291","chr15",85144040
"cg01177849","chr15",87414956
"cg01178494","chr15",93152328
"cg01179131","chr15",90283552
"cg01179320","chr15",31428597
"cg01180441","chr15",74290493
"cg01185080","chr15",90543813
"cg01185605","chr15",89172582
"cg01188235","chr15",62535090
"cg01192051","chr15",89879515
"cg01192875","chr15",65578195
"cg01193174","chr15",70028266
"cg01196531","chr15",53083238
"cg01201914","chr15",28644585
"cg01204669","chr15",101176097
"cg01206705","chr15",65822356
"cg01207916","chr15",79500886
"cg01212089","chr15",43594466
"cg01213447","chr15",96871576
"cg01214573","chr15",49257931
"cg01217406","chr15",23013480
"cg01218896","chr15",96911988
"cg01220746","chr15",62683605
"cg01222408","chr15",63570099
"cg01223086","chr15",96896680
"cg01223193","chr15",89002822
"cg01226572","chr15",100106860
"cg01226740","chr15",57179248
"cg01228469","chr15",85923658
"cg01229658","chr15",70924395
"cg01229787","chr15",100048371
"cg01230639","chr15",65032199
"cg01240229","chr15",25101627
"cg01240823","chr15",92667819
"cg01244184","chr15",99278500
"cg01245667","chr15",99048469
"cg01245965","chr15",33278159
"cg01246665","chr15",93258479
"cg01247856","chr15",59911770
"cg01251603","chr15",26874098
"cg01254234","chr15",44580517
"cg01254644","chr15",62937909
"cg01254890","chr15",60289239
"cg01256846","chr15",90456541
"cg01258039","chr15",25427936
"cg01259637","chr15",33472351
"cg01260106","chr15",78370247
"cg01273232","chr15",93652756
"cg01274878","chr15",31175522
"cg01279753","chr15",30164845
"cg01280098","chr15",69116504
"cg01281649","chr15",62724794
"cg01284192","chr15",99500473
"cg01284721","chr15",40780499
"cg01285237","chr15",97739602
"cg01287037","chr15",65594648
"cg01287936","chr15",65197900
"cg01291474","chr15",65393339
"cg01293797","chr15",84326651
"cg01295539","chr15",63100998
"cg01297479","chr15",80986965
"cg01299496","chr15",34635504
"cg01301233","chr15",40675452
"cg01317586","chr15",89921236
"cg01320211","chr15",48019758
"cg01321816","chr15",91358514
"cg01323263","chr15",22930313
"cg01323457","chr15",20564627
"cg01323862","chr15",71185186
"cg01323926","chr15",41220265
"cg01323954","chr15",83654524
"cg01325029","chr15",40804295
"cg01325409","chr15",48413102
"cg01327313","chr15",71627379
"cg01328621","chr15",68567276
"cg01329394","chr15",45674317
"cg01332711","chr15",42120681
"cg01332870","chr15",101698732
"cg01334824","chr15",27787650
"cg01336858","chr15",70154572
"cg01337439","chr15",64995501
"cg01338139","chr15",38987640
"cg01339004","chr15",67038103
"cg01339008","chr15",25325293
"cg01340061","chr15",66621428
"cg01340550","chr15",59389015
"cg01340964","chr15",94443395
"cg01341130","chr15",76033361
"cg01342085","chr15",89010689
"cg01344808","chr15",68117162
"cg01347349","chr15",86383878
"cg01348757","chr15",90223301
"cg01349856","chr15",74220517
"cg01350081","chr15",101592003
"cg01351869","chr15",80215929
"cg01354588","chr15",71657141
"cg01358262","chr15",30334898
"cg01358406","chr15",55604363
"cg01359165","chr15",102033014
"cg01359469","chr15",64679265
"cg01359532","chr15",75045126
"cg01361499","chr15",75467997
"cg01362115","chr15",68075218
"cg01362581","chr15",59463601
"cg01363334","chr15",83503548
"cg01363662","chr15",76016306
"cg01364202","chr15",25926097
"cg01366725","chr15",93823703
"cg01370575","chr15",74914482
"cg01370893","chr15",90443941
"cg01371498","chr15",49255686
"cg01372572","chr15",25941836
"cg01373151","chr15",72613029
"cg01373819","chr15",91209329
"cg01374580","chr15",62521056
"cg01375075","chr15",66158565
"cg01376665","chr15",40641810
"cg01378667","chr15",27111911
"cg01380319","chr15",70392993
"cg01380884","chr15",74923934
"cg01383890","chr15",62358982
"cg01390082","chr15",85365662
"cg01393705","chr15",25457603
"cg01397141","chr15",79502137
"cg01400040","chr15",61091220
"cg01400900","chr15",63137680
"cg01401365","chr15",75314761
"cg01407062","chr15",91538575
"cg01407341","chr15",97326798
"cg01412445","chr15",72978825
"cg01417594","chr15",72406367
"cg01432432","chr15",25199028
"cg01433189","chr15",45544230
"cg01434025","chr15",29395685
"cg01435442","chr15",101773125
"cg01441963","chr15",60636909
"cg01443067","chr15",50716755
"cg01444726","chr15",34637567
"cg01446731","chr15",80770633
"cg01447951","chr15",63889527
"cg01448610","chr15",74525447
"cg01450870","chr15",62534300
"cg01451277","chr15",65807137
"cg01456243","chr15",91478982
"cg01456491","chr15",41064500
"cg01457418","chr15",75094936
"cg01459116","chr15",41954072
"cg01470384","chr15",68155873
"cg01471153","chr15",34876295
"cg01475346","chr15",25313061
"cg01479122","chr15",32163262
"cg01482407","chr15",91446764
"cg01497527","chr15",65214165
"cg01497576","chr15",48413218
"cg01503516","chr15",85202406
"cg01505676","chr15",43594800
"cg01518357","chr15",65822686
"cg01529092","chr15",48939483
"cg01529478","chr15",67135422
"cg01531949","chr15",78442160
"cg01537571","chr15",102193344
"cg01549820","chr15",67547218
"cg01555369","chr15",25483711
"cg01556457","chr15",64443744
"cg01568668","chr15",74420796
"cg01569660","chr15",65369213
"cg01570086","chr15",74833080
"cg01578341","chr15",82338527
"cg01584348","chr15",98417825
"cg01585703","chr15",40074646
"cg01591938","chr15",29396267
"cg01608635","chr15",89028369
"cg01610494","chr15",77627965
"cg01610536","chr15",35384650
"cg01611273","chr15",42859555
"cg01612532","chr15",23312026
"cg01614564","chr15",25201429
"cg01615424","chr15",32639059
"cg01616440","chr15",84319908
"cg01620672","chr15",25322128
"cg01620701","chr15",75953954
"cg01623008","chr15",51115739
"cg01624202","chr15",89958550
"cg01624571","chr15",67417697
"cg01625126","chr15",102513445
"cg01625621","chr15",34260433
"cg01626493","chr15",93115885
"cg01626885","chr15",45937757
"cg01629716","chr15",45996671
"cg01630150","chr15",49255981
"cg01631064","chr15",65377975
"cg01631454","chr15",84748333
"cg01631855","chr15",99194172
"cg01634423","chr15",62549831
"cg01637789","chr15",39875777
"cg01641174","chr15",91497412
"cg01644092","chr15",37040647
"cg01647795","chr15",44969244
"cg01648088","chr15",85197409
"cg01648509","chr15",75288289
"cg01652914","chr15",65678103
"cg01652927","chr15",74229811
"cg01654770","chr15",80543586
"cg01657761","chr15",95836283
"cg01663563","chr15",90775513
"cg01663682","chr15",93447777
"cg01663820","chr15",77952511
"cg01664094","chr15",75748568
"cg01665633","chr15",29562142
"cg01667018","chr15",80547879
"cg01671642","chr15",50838805
"cg01671785","chr15",67409910
"cg01673669","chr15",60298900
"cg01675238","chr15",42123717
"cg01676467","chr15",45392065
"cg01677248","chr15",101587506
"cg01678091","chr15",23890686
"cg01678309","chr15",68930255
"cg01678634","chr15",78731169
"cg01678799","chr15",43481741
"cg01683505","chr15",40650336
"cg01684860","chr15",20499876
"cg01688962","chr15",44071836
"cg01690182","chr15",27018874
"cg01691377","chr15",85212822
"cg01691639","chr15",61521458
"cg01691856","chr15",93215561
"cg01693138","chr15",38422378
"cg01693246","chr15",31512162
"cg01694628","chr15",25478725
"cg01695279","chr15",83733816
"cg01697989","chr15",79574209
"cg01698650","chr15",59500449
"cg01699028","chr15",25322897
"cg01700683","chr15",63510942
"cg01701819","chr15",75287824
"cg01702501","chr15",93629544
"cg01703291","chr15",85574661
"cg01703896","chr15",40616964
"cg01704947","chr15",40648022
"cg01704999","chr15",65931192
"cg01706824","chr15",89336004
"cg01710852","chr15",67457967
"cg01710857","chr15",71185336
"cg01710897","chr15",91497902
"cg01714418","chr15",74988709
"cg01717031","chr15",23309242
"cg01717517","chr15",76029699
"cg01718332","chr15",25482198
"cg01726065","chr15",90171768
"cg01727585","chr15",86313372
"cg01728884","chr15",69110125
"cg01733599","chr15",58723851
"cg01735277","chr15",75077691
"cg01737828","chr15",75230659
"cg01738168","chr15",59397053
"cg01738805","chr15",31195741
"cg01739845","chr15",77989284
"cg01739960","chr15",96715164
"cg01741397","chr15",89786926
"cg01743110","chr15",65294293
"cg01744607","chr15",62868070
"cg01746522","chr15",20500830
"cg01754967","chr15",54049269
"cg01757127","chr15",101096813
"cg01758634","chr15",75744504
"cg01763090","chr15",31775406
"cg01763947","chr15",92459894
"cg01764904","chr15",60289326
"cg01766718","chr15",86313851
"cg01767116","chr15",63889093
"cg01768385","chr15",22960745
"cg01769428","chr15",100651659
"cg01770755","chr15",41914122
"cg01771462","chr15",33245281
"cg01772192","chr15",81270102
"cg01772332","chr15",89148651
"cg01776825","chr15",83226219
"cg01776903","chr15",38543564
"cg01778939","chr15",93118381
"cg01778974","chr15",57387422
"cg01779645","chr15",52242059
"cg01779732","chr15",90015521
"cg01781890","chr15",51388426
"cg01787808","chr15",34502580
"cg01788205","chr15",25959097
"cg01789267","chr15",45545111
"cg01791121","chr15",66857640
"cg01794103","chr15",78342494
"cg01794926","chr15",92470387
"cg01796676","chr15",73680284
"cg01803541","chr15",100890243
"cg01818369","chr15",48741995
"cg01831896","chr15",32638319
"cg01834151","chr15",52971181
"cg01836572","chr15",78833291
"cg01837492","chr15",69687372
"cg01837969","chr15",38364996
"cg01838728","chr15",36131223
"cg01840419","chr15",100890979
"cg01843020","chr15",76629771
"cg01845419","chr15",66990485
"cg01852049","chr15",91072061
"cg01852715","chr15",50716825
"cg01857019","chr15",57210107
"cg01858274","chr15",75596660
"cg01859228","chr15",64208452
"cg01860706","chr15",68220285
"cg01863596","chr15",29348365
"cg01868896","chr15",52581521
"cg01869157","chr15",30515844
"cg01869288","chr15",31523257
"cg01869554","chr15",90772557
"cg01870976","chr15",101887154
"cg01871408","chr15",25330536
"cg01877260","chr15",38845483
"cg01877814","chr15",89879097
"cg01878252","chr15",56031778
"cg01878366","chr15",42411135
"cg01883744","chr15",25309091
"cg01884989","chr15",36813159
"cg01886303","chr15",29406026
"cg01887804","chr15",40697568
"cg01888055","chr15",25448352
"cg01889899","chr15",101922827
"cg01890984","chr15",68116192
"cg01898225","chr15",99975141
"cg01904985","chr15",75117658
"cg01905034","chr15",98500923
"cg01905809","chr15",41136616
"cg01907071","chr15",71606395
"cg01907085","chr15",99602004
"cg01908020","chr15",45494784
"cg01908954","chr15",51973764
"cg01913259","chr15",27189193
"cg01916429","chr15",51590586
"cg01916610","chr15",75342802
"cg01918043","chr15",71054667
"cg01919034","chr15",69741819
"cg01921368","chr15",75746777
"cg01922580","chr15",101888554
"cg01923579","chr15",70713078
"cg01930518","chr15",91414850
"cg01932412","chr15",73658379
"cg01935122","chr15",41234390
"cg01939479","chr15",31195982
"cg01940753","chr15",81069622
"cg01947066","chr15",74289586
"cg01948825","chr15",44166035
"cg01952084","chr15",81040912
"cg01952788","chr15",40663180
"cg01954438","chr15",86312574
"cg01954585","chr15",86270435
"cg01955828","chr15",52856982
"cg01955962","chr15",73089536
"cg01956614","chr15",62838506
"cg01957897","chr15",70414247
"cg01958086","chr15",37389951
"cg01959025","chr15",93749169
"cg01959123","chr15",65197576
"cg01959287","chr15",83515335
"cg01959621","chr15",61079545
"cg01960734","chr15",99791496
"cg01961547","chr15",93603441
"cg01965476","chr15",40530997
"cg01966891","chr15",95870990
"cg01968002","chr15",75941357
"cg01969023","chr15",25339012
"cg01973394","chr15",82335947
"cg01986008","chr15",23454144
"cg01987202","chr15",40633194
"cg01989224","chr15",23932758
"cg01994513","chr15",91260603
"cg01999885","chr15",40616741
"cg02009766","chr15",70384232
"cg02010532","chr15",66416623
"cg02012771","chr15",75646783
"cg02012853","chr15",25311545
"cg02013741","chr15",67006698
"cg02015053","chr15",44853982
"cg02016987","chr15",28447547
"cg02018902","chr15",79576149
"cg02020296","chr15",96900272
"cg02020371","chr15",65472802
"cg02028375","chr15",73344867
"cg02029242","chr15",25312161
"cg02030270","chr15",84215725
"cg02030816","chr15",71181219
"cg02031121","chr15",52331471
"cg02032449","chr15",75196883
"cg02034168","chr15",71507071
"cg02034497","chr15",76031293
"cg02035565","chr15",75214453
"cg02038233","chr15",45456024
"cg02038418","chr15",39958882
"cg02038558","chr15",77897206
"cg02039214","chr15",88521695
"cg02039370","chr15",32158966
"cg02040583","chr15",48623118
"cg02043172","chr15",41820721
"cg02050986","chr15",45408574
"cg02054724","chr15",89153667
"cg02059515","chr15",83736196
"cg02059928","chr15",57731108
"cg02064499","chr15",60285234
"cg02065795","chr15",64673455
"cg02066569","chr15",85497928
"cg02068166","chr15",62458741
"cg02069715","chr15",27215962
"cg02071305","chr15",41185973
"cg02072495","chr15",60689285
"cg02073465","chr15",59904009
"cg02073525","chr15",78556423
"cg02073887","chr15",96531851
"cg02074316","chr15",94147555
"cg02076826","chr15",61477299
"cg02077702","chr15",74465888
"cg02079584","chr15",74528719
"cg02081733","chr15",68120412
"cg02094232","chr15",92938015
"cg02096502","chr15",35262084
"cg02102490","chr15",29984008
"cg02104456","chr15",83726483
"cg02104648","chr15",44121440
"cg02105458","chr15",93653048
"cg02106822","chr15",22474401
"cg02107240","chr15",25978658
"cg02107844","chr15",92612836
"cg02109162","chr15",99646443
"cg02116757","chr15",71854836
"cg02119494","chr15",70168944
"cg02121749","chr15",89440036
"cg02125271","chr15",25200406
"cg02126638","chr15",42840787
"cg02143743","chr15",87070843
"cg02145220","chr15",79223378
"cg02150021","chr15",42232306
"cg02152271","chr15",25199270
"cg02153208","chr15",57589160
"cg02155360","chr15",83519898
"cg02155558","chr15",43621948
"cg02158543","chr15",25420695
"cg02161084","chr15",73989526
"cg02161701","chr15",90199179
"cg02164516","chr15",41576100
"cg02168186","chr15",29413491
"cg02169278","chr15",69745844
"cg02169446","chr15",72410194
"cg02171545","chr15",25093366
"cg02171905","chr15",67035337
"cg02172381","chr15",25428550
"cg02173486","chr15",100882527
"cg02175578","chr15",62533502
"cg02177391","chr15",68870634
"cg02186782","chr15",33602817
"cg02189597","chr15",60881071
"cg02190897","chr15",77460576
"cg02196458","chr15",90809250
"cg02196730","chr15",80188777
"cg02196734","chr15",75018032
"cg02198044","chr15",56286336
"cg02203881","chr15",42386909
"cg02205443","chr15",89956781
"cg02206137","chr15",93595502
"cg02208308","chr15",101592151
"cg02208504","chr15",26042919
"cg02219476","chr15",63115816
"cg02228815","chr15",31685131
"cg02233197","chr15",51390542
"cg02236998","chr15",72582206
"cg02237415","chr15",42823713
"cg02239565","chr15",63853607
"cg02239968","chr15",53090232
"cg02240539","chr15",81163247
"cg02240622","chr15",40601467
"cg02242975","chr15",68624768
"cg02242989","chr15",26147435
"cg02245837","chr15",26108739
"cg02247068","chr15",41793472
"cg02248235","chr15",101690179
"cg02248826","chr15",30115149
"cg02250028","chr15",75775352
"cg02250353","chr15",43533238
"cg02250501","chr15",90694978
"cg02250900","chr15",51915395
"cg02253142","chr15",52048211
"cg02255242","chr15",33420912
"cg02257533","chr15",43425591
"cg02257883","chr15",92492784
"cg02259723","chr15",73044064
"cg02259760","chr15",92105283
"cg02260353","chr15",71185242
"cg02262866","chr15",101593693
"cg02269091","chr15",78462248
"cg02272429","chr15",25756044
"cg02273903","chr15",81072933
"cg02274263","chr15",25417786
"cg02276073","chr15",101098900
"cg02276263","chr15",40781779
"cg02276973","chr15",90610486
"cg02276974","chr15",78634235
"cg02278335","chr15",89911976
"cg02278499","chr15",96875830
"cg02278594","chr15",35385240
"cg02278768","chr15",89910632
"cg02278841","chr15",38988860
"cg02279625","chr15",78384520
"cg02286809","chr15",101629375
"cg02287150","chr15",96139915
"cg02287685","chr15",76492581
"cg02291532","chr15",39874776
"cg02292456","chr15",79851637
"cg02298012","chr15",66639594
"cg02299279","chr15",74753787
"cg02309609","chr15",66918297
"cg02310645","chr15",59524009
"cg02311540","chr15",76030565
"cg02311794","chr15",86302971
"cg02313495","chr15",40398007
"cg02313986","chr15",40672041
"cg02314348","chr15",91224043
"cg02318784","chr15",27213174
"cg02319972","chr15",62798895
"cg02324547","chr15",80454089
"cg02326032","chr15",50646350
"cg02326224","chr15",81474451
"cg02326796","chr15",23086975
"cg02328016","chr15",35422346
"cg02328326","chr15",68038930
"cg02329205","chr15",100274128
"cg02329430","chr15",73921385
"cg02329886","chr15",50557917
"cg02330339","chr15",40558247
"cg02330683","chr15",41787940
"cg02331808","chr15",29301402
"cg02333792","chr15",79269735
"cg02334109","chr15",26044050
"cg02334775","chr15",89182676
"cg02338191","chr15",51200825
"cg02339465","chr15",48665853
"cg02341571","chr15",44968935
"cg02341759","chr15",86685279
"cg02342130","chr15",35384129
"cg02342791","chr15",31508943
"cg02343628","chr15",93790914
"cg02343962","chr15",70233653
"cg02345247","chr15",100804162
"cg02346043","chr15",74527360
"cg02346706","chr15",101645225
"cg02346713","chr15",51387736
"cg02349578","chr15",41877870
"cg02349866","chr15",90391877
"cg02350767","chr15",99250527
"cg02351437","chr15",74756819
"cg02351575","chr15",60739879
"cg02351761","chr15",75661240
"cg02352949","chr15",23632000
"cg02356600","chr15",73345745
"cg02356993","chr15",27111476
"cg02357508","chr15",40331141
"cg02357637","chr15",100268975
"cg02357725","chr15",75932598
"cg02358251","chr15",72523806
"cg02361459","chr15",25437982
"cg02361984","chr15",69859816
"cg02364703","chr15",74365101
"cg02365220","chr15",50474069
"cg02365397","chr15",40573976
"cg02366856","chr15",37239205
"cg02369052","chr15",92941926
"cg02369907","chr15",90895253
"cg02371363","chr15",73617541
"cg02371376","chr15",77314406
"cg02371397","chr15",33799380
"cg02374934","chr15",41228736
"cg02374944","chr15",91463093
"cg02375503","chr15",69591110
"cg02378208","chr15",99982524
"cg02378269","chr15",40697591
"cg02382044","chr15",52121164
"cg02384859","chr15",74862662
"cg02389877","chr15",68583600
"cg02390801","chr15",74528565
"cg02391922","chr15",60837277
"cg02392882","chr15",29031879
"cg02393447","chr15",65117607
"cg02393591","chr15",28244615
"cg02394812","chr15",44092488
"cg02395280","chr15",69606596
"cg02395965","chr15",60692983
"cg02398629","chr15",70283067
"cg02400458","chr15",80624605
"cg02400942","chr15",76006125
"cg02401352","chr15",89354338
"cg02402565","chr15",57590030
"cg02404349","chr15",60862256
"cg02406469","chr15",83381070
"cg02410241","chr15",68914532
"cg02413627","chr15",66313056
"cg02414045","chr15",67374035
"cg02417553","chr15",41186498
"cg02420024","chr15",28197292
"cg02422997","chr15",100277091
"cg02423014","chr15",64404647
"cg02423618","chr15",97325725
"cg02426940","chr15",75647225
"cg02428178","chr15",49104237
"cg02430430","chr15",74532450
"cg02433515","chr15",37311908
"cg02433545","chr15",61517510
"cg02449670","chr15",44223008
"cg02449892","chr15",76552674
"cg02450124","chr15",58429751
"cg02453462","chr15",73662002
"cg02454476","chr15",68844912
"cg02454536","chr15",68713677
"cg02454595","chr15",45406534
"cg02454802","chr15",59701812
"cg02458188","chr15",60966344
"cg02458602","chr15",20563473
"cg02459016","chr15",94768612
"cg02460652","chr15",76431858
"cg02461011","chr15",90777825
"cg02462661","chr15",74275622
"cg02466440","chr15",25416961
"cg02467858","chr15",99790901
"cg02471325","chr15",42290555
"cg02471940","chr15",62535343
"cg02474567","chr15",66548729
"cg02476674","chr15",22711214
"cg02477042","chr15",101082639
"cg02481228","chr15",80907171
"cg02484562","chr15",78359471
"cg02488088","chr15",59930474
"cg02489245","chr15",53495286
"cg02489956","chr15",81282510
"cg02517489","chr15",25683075
"cg02527919","chr15",67547538
"cg02531067","chr15",100026867
"cg02532022","chr15",91566346
"cg02532725","chr15",35087506
"cg02537310","chr15",31284617
"cg02539274","chr15",65239308
"cg02539984","chr15",58960059
"cg02546786","chr15",38745432
"cg02546833","chr15",53372675
"cg02548606","chr15",77363299
"cg02550537","chr15",25450131
"cg02550961","chr15",45406866
"cg02551095","chr15",33597346
"cg02552284","chr15",77577621
"cg02554626","chr15",83991577
"cg02555807","chr15",40615100
"cg02556940","chr15",44092166
"cg02557652","chr15",89741016
"cg02557934","chr15",22893569
"cg02558162","chr15",78631652
"cg02562579","chr15",68889832
"cg02566978","chr15",75076251
"cg02569583","chr15",68570993
"cg02571389","chr15",32956698
"cg02571534","chr15",66858375
"cg02571678","chr15",28150943
"cg02573743","chr15",56120298
"cg02574101","chr15",78286737
"cg02576753","chr15",27772640
"cg02579959","chr15",100890963
"cg02583228","chr15",26885279
"cg02583562","chr15",26489846
"cg02585142","chr15",89434967
"cg02585724","chr15",81116461
"cg02586712","chr15",42249569
"cg02587120","chr15",50557873
"cg02587383","chr15",26237648
"cg02592596","chr15",30919014
"cg02592739","chr15",101279825
"cg02593958","chr15",66543899
"cg02594426","chr15",64999695
"cg02594498","chr15",22893147
"cg02598338","chr15",34880284
"cg02598778","chr15",90286632
"cg02598872","chr15",96952150
"cg02599385","chr15",62990047
"cg02600625","chr15",77928919
"cg02606218","chr15",49448019
"cg02606596","chr15",41045465
"cg02611374","chr15",33311031
"cg02613685","chr15",49174654
"cg02613818","chr15",99236767
"cg02624051","chr15",42371635
"cg02625244","chr15",25329447
"cg02625641","chr15",59041175
"cg02626646","chr15",102037293
"cg02628374","chr15",40330739
"cg02628483","chr15",70317124
"cg02631959","chr15",39142378
"cg02633036","chr15",92661549
"cg02633068","chr15",27083996
"cg02633609","chr15",68597823
"cg02637101","chr15",99548944
"cg02638589","chr15",72477069
"cg02643343","chr15",81282487
"cg02652202","chr15",52484443
"cg02658693","chr15",65068326
"cg02665317","chr15",42783376
"cg02670903","chr15",69325340
"cg02671806","chr15",65477420
"cg02672737","chr15",72476759
"cg02693157","chr15",87892167
"cg02694099","chr15",71408914
"cg02695698","chr15",34631364
"cg02696517","chr15",31195612
"cg02696790","chr15",75250997
"cg02700491","chr15",94841112
"cg02701556","chr15",68871352
"cg02702011","chr15",62534373
"cg02703248","chr15",52526871
"cg02703787","chr15",93256789
"cg02704931","chr15",57998412
"cg02705035","chr15",25457690
"cg02706205","chr15",49447933
"cg02708758","chr15",74545009
"cg02708969","chr15",45459467
"cg02710552","chr15",73611321
"cg02710860","chr15",42065401
"cg02711188","chr15",34394260
"cg02711212","chr15",69854024
"cg02712036","chr15",55569533
"cg02712545","chr15",99398084
"cg02712587","chr15",40268421
"cg02713760","chr15",83953998
"cg02714356","chr15",90118981
"cg02714566","chr15",69706517
"cg02715546","chr15",55881162
"cg02718650","chr15",101690199
"cg02722434","chr15",91362469
"cg02723856","chr15",53086726
"cg02723913","chr15",22992214
"cg02724404","chr15",100274248
"cg02725065","chr15",101718610
"cg02726739","chr15",40745035
"cg02726943","chr15",50475039
"cg02734001","chr15",57551709
"cg02734463","chr15",86288184
"cg02736313","chr15",66329709
"cg02739850","chr15",86380880
"cg02741519","chr15",30816232
"cg02743050","chr15",57999273
"cg02744046","chr15",58782685
"cg02744252","chr15",20504155
"cg02744888","chr15",68778120
"cg02745459","chr15",96207497
"cg02746187","chr15",53076188
"cg02747950","chr15",63526883
"cg02748105","chr15",25514628
"cg02750034","chr15",84320596
"cg02750133","chr15",84181244
"cg02750322","chr15",83673816
"cg02753404","chr15",95258951
"cg02753834","chr15",75199493
"cg02753990","chr15",38541740
"cg02754470","chr15",59157857
"cg02756231","chr15",31122726
"cg02757577","chr15",78535419
"cg02763009","chr15",36699121
"cg02764055","chr15",68110824
"cg02764438","chr15",57671034
"cg02769599","chr15",27503580
"cg02779016","chr15",43809689
"cg02781660","chr15",58358775
"cg02783477","chr15",52821013
"cg02793162","chr15",68958534
"cg02794418","chr15",22695917
"cg02794784","chr15",99646736
"cg02794990","chr15",59659880
"cg02796905","chr15",59063699
"cg02805106","chr15",90039409
"cg02806802","chr15",45461444
"cg02810291","chr15",85973746
"cg02811712","chr15",52861446
"cg02812763","chr15",35010826
"cg02812767","chr15",74218468
"cg02814552","chr15",27960031
"cg02816348","chr15",33600254
"cg02816525","chr15",59024033
"cg02817455","chr15",28902581
"cg02818265","chr15",83655452
"cg02818572","chr15",23692496
"cg02819808","chr15",86341693
"cg02823743","chr15",78799708
"cg02824120","chr15",21182910
"cg02824983","chr15",38659681
"cg02831604","chr15",76628725
"cg02839273","chr15",85525387
"cg02846219","chr15",74240125
"cg02848039","chr15",64386027
"cg02848875","chr15",64387786
"cg02852421","chr15",70372614
"cg02852557","chr15",25907264
"cg02853703","chr15",25889298
"cg02860342","chr15",73661484
"cg02864248","chr15",91411838
"cg02865593","chr15",25414716
"cg02877029","chr15",86142641
"cg02879467","chr15",44118633
"cg02881430","chr15",80449537
"cg02883146","chr15",76458365
"cg02883230","chr15",72564263
"cg02887779","chr15",75200841
"cg02888131","chr15",58357987
"cg02888513","chr15",39205040
"cg02891726","chr15",25229522
"cg02892239","chr15",65203999
"cg02894209","chr15",43028463
"cg02899949","chr15",40886023
"cg02900766","chr15",58357319
"cg02903513","chr15",72595097
"cg02903680","chr15",85526198
"cg02903710","chr15",34812400
"cg02904493","chr15",40799423
"cg02904657","chr15",40571997
"cg02907524","chr15",86683983
"cg02907625","chr15",85517492
"cg02912913","chr15",27128279
"cg02913089","chr15",85525744
"cg02916899","chr15",90764658
"cg02917381","chr15",37393188
"cg02918577","chr15",93633145
"cg02919090","chr15",64263738
"cg02919448","chr15",24122782
"cg02920604","chr15",59484170
"cg02922247","chr15",75932869
"cg02922676","chr15",29385436
"cg02926035","chr15",57618604
"cg02926110","chr15",72411069
"cg02927074","chr15",80860549
"cg02927098","chr15",64455659
"cg02951457","chr15",41122119
"cg02952451","chr15",101938761
"cg02952984","chr15",58724041
"cg02954835","chr15",22040892
"cg02958515","chr15",39650295
"cg02958915","chr15",55788146
"cg02959070","chr15",80406375
"cg02961472","chr15",70340064
"cg02962630","chr15",41222776
"cg02963641","chr15",41925916
"cg02963866","chr15",29612015
"cg02964163","chr15",22873274
"cg02964434","chr15",31617537
"cg02966053","chr15",25429307
"cg02966574","chr15",68872082
"cg02966722","chr15",34876471
"cg02966899","chr15",64793532
"cg02969408","chr15",102495431
"cg02971627","chr15",59042282
"cg02982089","chr15",29409671
"cg02982559","chr15",52971788
"cg02982734","chr15",23891048
"cg02983043","chr15",29403333
"cg02983424","chr15",97491433
"cg02984092","chr15",89178874
"cg02986439","chr15",66545422
"cg02987250","chr15",28014520
"cg02991474","chr15",45315297
"cg03004371","chr15",101423806
"cg03005040","chr15",82119192
"cg03008078","chr15",67434193
"cg03008842","chr15",66088185
"cg03012280","chr15",41098255
"cg03012374","chr15",38998010
"cg03012556","chr15",93579395
"cg03013817","chr15",40074526
"cg03016097","chr15",83621726
"cg03018496","chr15",96868989
"cg03020684","chr15",71532066
"cg03021247","chr15",65596987
"cg03025135","chr15",89632325
"cg03027244","chr15",66914883
"cg03028031","chr15",23154536
"cg03028506","chr15",38577420
"cg03029090","chr15",58812960
"cg03029146","chr15",77265894
"cg03036214","chr15",63640658
"cg03037974","chr15",76606532
"cg03038380","chr15",78591716
"cg03039025","chr15",90437685
"cg03042149","chr15",85524778
"cg03049917","chr15",88752391
"cg03050022","chr15",55559759
"cg03050810","chr15",52311221
"cg03053826","chr15",96868935
"cg03057528","chr15",79743467
"cg03058520","chr15",74914491
"cg03061623","chr15",62057533
"cg03073851","chr15",89787445
"cg03074317","chr15",67813332
"cg03079549","chr15",45879223
"cg03080377","chr15",63893412
"cg03080639","chr15",42302379
"cg03082580","chr15",89911298
"cg03093194","chr15",44170632
"cg03093806","chr15",40331377
"cg03094193","chr15",74891030
"cg03105663","chr15",90743436
"cg03146103","chr15",92988106
"cg03146158","chr15",59665145
"cg03146503","chr15",67127653
"cg03148498","chr15",97327588
"cg03151554","chr15",52405123
"cg03169739","chr15",34629727
"cg03177551","chr15",41794747
"cg03179496","chr15",29212340
"cg03180322","chr15",81604544
"cg03180980","chr15",83240633
