cpg,d_AIBL,d_AddNeuroMed,concordant_strong,mean_abs_d,CHR,MAPINFO
cg19698200,0.192744,0.018015,False,0.105379,1,8061833.0
cg19700682,-0.024512,0.027695,False,0.026103,10,86974724.0
cg19704755,-0.208865,0.037298,False,0.123081,1,10905037.0
cg19709585,-0.031895,0.069552,False,0.050724,1,209652504.0
cg19712586,0.252102,-0.044588,False,0.148345,6,30103147.0
cg19718309,0.015828,-0.148489,False,0.082158,14,100166567.0
cg19718393,0.206131,0.177755,False,0.191943,4,16942644.0
cg19719207,0.014807,-0.267292,False,0.141049,4,120918338.0
cg19725377,-0.323302,-0.194853,False,0.259078,14,69069262.0
cg19727767,0.044444,-0.158208,False,0.101326,20,13299554.0
cg19728345,0.084430,0.119167,False,0.101799,5,1394205.0
cg19735250,0.044331,0.065979,False,0.055155,17,45241243.0
cg19740707,0.211271,0.056340,False,0.133805,6,149430193.0
cg19750321,-0.060343,0.109583,False,0.084963,1,150836497.0
cg19755435,-0.023550,0.200727,False,0.112138,14,88006657.0
cg19755714,0.006721,0.178718,False,0.092720,4,139921748.0
cg19756313,-0.081622,-0.020724,False,0.051173,5,83226221.0
cg19757422,0.076411,-0.170034,False,0.123222,20,37344661.0
cg19758142,0.120028,0.104599,False,0.112313,3,172648152.0
cg19758848,0.190411,-0.062369,False,0.126390,13,44377568.0
cg19760666,0.157383,-0.034727,False,0.096055,1,12558502.0
cg19763774,0.167575,-0.069479,False,0.118527,1,115082981.0
cg19788250,-0.057846,-0.197667,False,0.127756,21,26167902.0
cg19794481,0.065085,-0.196368,False,0.130726,12,6964077.0
cg19795556,-0.092753,0.043640,False,0.068196,10,58734425.0
cg19797087,-0.194729,0.138183,False,0.166456,3,183555654.0
cg19798702,-0.059278,0.027380,False,0.043329,3,197520880.0
cg19809636,-0.085827,0.168701,False,0.127264,10,132848136.0
cg19811337,0.067014,0.063714,False,0.065364,11,65607192.0
cg19811994,0.007872,0.071807,False,0.039840,3,50336210.0
cg19819320,-0.007005,-0.153469,False,0.080237,15,78134125.0
cg19822764,0.116876,-0.144328,False,0.130602,17,28405356.0
cg19827875,0.034344,-0.005986,False,0.020165,1,201649156.0
cg19829001,0.126750,0.102330,False,0.114540,17,76643996.0
cg19836174,-0.077863,0.195417,False,0.136640,5,150541578.0
cg19836199,-0.047776,0.239413,False,0.143595,21,35049644.0
cg19839825,0.050492,-0.104933,False,0.077713,19,7551125.0
cg19851816,-0.208156,-0.191920,False,0.200038,22,50219478.0
cg19853565,0.042448,-0.039029,False,0.040739,19,2540909.0
cg19856705,0.078177,0.135847,False,0.107012,1,234531754.0
cg19860160,-0.179018,-0.039516,False,0.109267,1,1110002.0
cg19860717,0.164425,-0.014594,False,0.089509,1,214378017.0
cg19861260,0.046113,0.085189,False,0.065651,7,87599433.0
cg19861858,0.051911,0.164873,False,0.108392,8,1069352.0
cg19861914,0.143041,-0.047756,False,0.095399,13,75759903.0
cg19872463,0.104179,0.144889,False,0.124534,12,6772463.0
cg19878326,-0.007545,0.120129,False,0.063837,6,30110855.0
cg19880790,0.246021,-0.080677,False,0.163349,4,85827887.0
cg19889066,-0.116938,-0.055923,False,0.086430,5,75034600.0
cg19896129,0.018853,0.120873,False,0.069863,1,62690779.0
cg19901523,-0.203878,-0.145288,False,0.174583,14,106845058.0
cg19911494,-0.065179,0.034463,False,0.049821,5,9169646.0
cg19913426,-0.133502,-0.189211,False,0.161357,17,57136239.0
cg19918549,0.062773,0.168106,False,0.115439,14,100065463.0
cg19919590,-0.148710,-0.114291,False,0.131500,1,30756722.0
cg19921377,-0.095222,-0.181097,False,0.138160,19,7515323.0
cg19931491,-0.099101,-0.034479,False,0.066790,11,125458112.0
cg19934194,0.107284,0.002294,False,0.054789,7,6246518.0
cg19939130,-0.110046,0.121175,False,0.115611,1,159008678.0
cg19947463,-0.103940,-0.193824,False,0.148882,7,1073601.0
cg19948701,0.030349,0.079063,False,0.054706,17,77475111.0
cg19955173,0.050296,0.127045,False,0.088670,3,195876826.0
cg19958593,0.048941,-0.227959,False,0.138450,14,86799273.0
cg19959477,0.104551,0.137516,False,0.121034,12,52216489.0
cg19966212,-0.160996,-0.028388,False,0.094692,5,150413220.0
cg19972068,-0.001146,-0.089618,False,0.045382,7,7536720.0
cg19974227,-0.082160,-0.067157,False,0.074658,4,3370149.0
cg19982684,-0.328085,-0.320238,True,0.324162,3,128684192.0
cg19986012,-0.072491,-0.126488,False,0.099489,17,48550486.0
cg19996406,-0.057689,0.160196,False,0.108942,8,8461264.0
cg20000107,0.087175,0.000650,False,0.043913,7,85832.0
cg20001775,0.049790,0.093166,False,0.071478,13,38637049.0
cg20003050,0.086331,0.011804,False,0.049068,2,57802368.0
cg20003329,0.105511,-0.030422,False,0.067966,1,2515242.0
cg20036996,-0.022374,0.053171,False,0.037773,8,143824206.0
cg20042662,-0.097213,0.011124,False,0.054168,8,142454219.0
cg20049422,-0.173097,-0.123876,False,0.148487,15,25799142.0
cg20057103,0.086084,-0.023684,False,0.054884,11,121870011.0
cg20059312,0.019723,0.003314,False,0.011518,2,233013147.0
cg20066782,0.243796,0.051176,False,0.147486,7,102934057.0
cg20066792,-0.218864,0.081603,False,0.150234,20,4684049.0
cg20068209,-0.136348,0.029656,False,0.083002,6,75278852.0
cg20069407,-0.138054,-0.187912,False,0.162983,11,121590264.0
cg20072118,-0.174950,-0.046621,False,0.110785,12,52259853.0
cg20077343,0.045969,-0.019935,False,0.032952,11,1036307.0
cg20079298,-0.072208,0.093641,False,0.082924,15,40280125.0
cg20090497,0.203692,0.193206,False,0.198449,12,10809838.0
cg20098854,-0.098201,-0.137651,False,0.117926,8,948407.0
cg20102336,-0.185583,-0.223638,False,0.204611,12,112938876.0
cg20102877,0.005553,-0.171553,False,0.088553,2,27442771.0
cg20108600,0.020583,0.013248,False,0.016915,8,124452306.0
cg20113693,0.069627,0.150472,False,0.110049,19,55229389.0
cg20114113,0.009966,-0.061130,False,0.035548,10,91632206.0
cg20116828,0.118697,0.154133,False,0.136415,19,13096788.0
cg20124336,0.244139,-0.051861,False,0.148000,10,88405102.0
cg20127102,0.140455,-0.026731,False,0.083593,11,57430226.0
cg20133901,-0.303339,-0.184008,False,0.243674,3,51568105.0
cg20136100,0.203756,0.207994,True,0.205875,11,64207388.0
cg20139336,-0.002477,-0.173171,False,0.087824,6,10495202.0
cg20143111,0.096752,0.361080,False,0.228916,4,10671564.0
cg20151476,0.239430,-0.065068,False,0.152249,7,1567772.0
cg20152430,-0.139220,-0.337587,False,0.238403,17,48564142.0
cg20154143,0.053702,-0.247151,False,0.150427,1,3171145.0
cg20156353,-0.167777,-0.352531,False,0.260154,11,30926139.0
cg20164964,0.158663,0.085250,False,0.121956,12,3104684.0
cg20170223,0.000829,0.422431,False,0.211630,20,35768278.0
cg20181887,-0.185551,-0.191326,False,0.188439,12,123268725.0
cg20193839,0.119584,-0.114033,False,0.116809,8,60921942.0
cg20194973,-0.401198,-0.197792,False,0.299495,22,50086247.0
cg20198183,0.073529,0.088603,False,0.081066,10,48624749.0
cg20215257,0.123994,-0.158257,False,0.141125,3,155676503.0
cg20216309,0.184171,-0.126954,False,0.155562,3,15983033.0
cg20227806,0.266342,-0.234351,False,0.250346,2,40451620.0
cg20234910,0.054164,-0.095564,False,0.074864,13,104586148.0
cg20251225,-0.078475,0.028122,False,0.053299,1,1678112.0
cg20268352,-0.012697,-0.105181,False,0.058939,2,200748221.0
cg20268689,0.056414,-0.013571,False,0.034992,2,20231674.0
cg20271602,-0.138980,-0.043110,False,0.091045,17,28525514.0
cg20274304,0.053801,-0.079785,False,0.066793,8,28318778.0
cg20281375,-0.290642,-0.246750,True,0.268696,19,13835956.0
cg20282814,-0.035012,0.090425,False,0.062718,1,42957401.0
cg20288000,-0.013586,-0.059015,False,0.036301,1,10675112.0
cg20289045,0.193987,0.063430,False,0.128708,11,94537094.0
cg20290367,0.052813,-0.006805,False,0.029809,17,20157144.0
cg20293650,-0.124229,0.131230,False,0.127730,6,16180318.0
cg20306863,-0.235058,-0.191408,False,0.213233,1,3677248.0
cg20332865,0.144094,0.026542,False,0.085318,2,205312523.0
cg20334738,0.197826,0.178536,False,0.188181,4,150581787.0
cg20341504,0.078240,-0.222241,False,0.150240,2,54673861.0
cg20343375,0.170395,0.271657,False,0.221026,2,224001694.0
cg20359042,0.089411,-0.053698,False,0.071554,13,98483329.0
cg20365580,0.025483,0.195229,False,0.110356,8,22556602.0
cg20366986,0.094270,-0.050497,False,0.072383,3,137998738.0
cg20370788,0.085800,-0.061057,False,0.073428,15,42923450.0
cg20376082,-0.002009,0.129207,False,0.065608,11,1208702.0
cg20383948,-0.202888,0.122746,False,0.162817,21,45478223.0
cg20384898,0.038953,-0.043078,False,0.041015,6,1624876.0
cg20387392,-0.115516,-0.014823,False,0.065170,3,114659573.0
cg20391895,-0.333558,-0.202019,True,0.267789,4,10684770.0
cg20395646,0.044888,0.100692,False,0.072790,12,121509630.0
cg20398399,-0.151933,0.266105,False,0.209019,3,183556019.0
cg20403541,-0.262793,-0.260902,True,0.261848,4,3385563.0
cg20410995,-0.080976,0.143610,False,0.112293,1,89198862.0
cg20411756,0.021513,-0.148693,False,0.085103,11,640606.0
cg20416179,-0.026944,-0.024814,False,0.025879,6,150369007.0
cg20425130,-0.141206,0.052109,False,0.096657,3,183555457.0
cg20425384,-0.088563,0.031750,False,0.060157,12,132173274.0
cg20437980,0.014005,-0.063067,False,0.038536,2,169737294.0
cg20441902,0.052574,0.036446,False,0.044510,19,48695772.0
cg20443357,0.047984,-0.066108,False,0.057046,10,132455736.0
cg20446334,0.019060,0.053182,False,0.036121,17,81036658.0
cg20449614,0.012720,-0.040914,False,0.026817,8,22580609.0
cg20454073,-0.133570,0.227804,False,0.180687,19,13014270.0
cg20468081,0.003981,-0.223160,False,0.113570,17,40501682.0
cg20468939,0.055114,0.149370,False,0.102242,19,14440043.0
cg20471562,0.055453,-0.157815,False,0.106634,2,98377267.0
cg20472746,-0.034242,-0.048097,False,0.041169,13,41465198.0
cg20479009,0.245907,-0.023663,False,0.134785,6,170265835.0
cg20480899,0.011449,0.067732,False,0.039591,12,11395933.0
cg20484832,-0.035707,0.034783,False,0.035245,20,9095163.0
cg20485084,-0.155214,-0.140807,False,0.148010,1,27618494.0
cg20487608,-0.105591,-0.101393,False,0.103492,6,15287895.0
cg20504007,-0.233119,-0.159477,False,0.196298,10,48684909.0
cg20509513,0.047401,0.353615,False,0.200508,10,122164570.0
cg20510384,0.204272,0.078977,False,0.141624,15,40532020.0
cg20512044,0.015795,0.218531,False,0.117163,14,50763611.0
cg20521198,-0.101057,-0.027178,False,0.064117,4,27101285.0
cg20540235,0.150203,-0.081426,False,0.115815,8,90671015.0
cg20544808,0.068276,-0.107365,False,0.087820,1,1163671.0
cg20552468,0.190304,0.188703,False,0.189504,17,81285899.0
cg20557069,0.045322,-0.041908,False,0.043615,21,46226690.0
cg20566840,0.025549,-0.108470,False,0.067009,12,122730741.0
cg20584841,-0.033403,0.150932,False,0.092168,19,1070987.0
cg20599748,-0.041499,0.002902,False,0.022200,14,94293309.0
cg20604028,0.059202,0.104015,False,0.081608,8,29556070.0
cg20608100,0.045022,-0.111200,False,0.078111,19,39307110.0
cg20610181,0.039592,-0.224605,False,0.132099,9,35674003.0
cg20623506,0.063199,-0.333216,False,0.198207,17,81855534.0
cg20648847,0.034426,-0.050311,False,0.042368,11,66559296.0
cg20652822,-0.098497,0.092801,False,0.095649,17,78505393.0
cg20654082,-0.051084,-0.033703,False,0.042394,2,191031078.0
cg20655220,0.096985,0.037159,False,0.067072,5,102911033.0
cg20660269,-0.190848,-0.176736,False,0.183792,22,24427546.0
cg20662060,-0.004067,-0.028480,False,0.016274,6,75274749.0
cg20667480,-0.069920,-0.074978,False,0.072449,17,79942969.0
cg20667664,0.040023,-0.082915,False,0.061469,17,40098195.0
cg20673472,0.236151,0.071316,False,0.153734,6,146550204.0
cg20685713,-0.231135,0.092547,False,0.161841,1,156097195.0
cg20690039,-0.114955,-0.008134,False,0.061544,15,59137011.0
cg20694619,0.000517,-0.033365,False,0.016941,1,209756151.0
cg20695297,0.195440,0.167988,False,0.181714,19,3178846.0
cg20697025,-0.255232,-0.344303,True,0.299767,7,1513567.0
cg20698113,0.109229,0.127639,False,0.118434,22,49963566.0
cg20698781,-0.003497,-0.006447,False,0.004972,2,38620309.0
cg20700762,0.210552,0.306121,True,0.258336,2,191244167.0
cg20701461,0.198546,0.119468,False,0.159007,1,45336180.0
cg20710519,-0.013156,0.183741,False,0.098449,5,6775796.0
cg20722458,-0.057557,0.087113,False,0.072335,2,8575681.0
cg20725880,0.158020,0.051887,False,0.104954,3,160677931.0
cg20728704,-0.001102,0.012008,False,0.006555,2,230059058.0
cg20732076,-0.474690,-0.335825,True,0.405258,6,42367493.0
cg20735914,-0.157611,-0.145586,False,0.151599,19,36121729.0
cg20735989,0.000940,-0.048637,False,0.024789,4,736823.0
cg20741474,-0.118056,0.098587,False,0.108322,3,39813572.0
cg20760883,0.140096,-0.197205,False,0.168650,7,133443278.0
cg20761840,0.205913,-0.103322,False,0.154618,4,185810999.0
cg20761853,-0.032311,-0.035276,False,0.033794,17,78854116.0
cg20768638,-0.091443,0.081289,False,0.086366,3,36908513.0
cg20777796,-0.044932,0.042608,False,0.043770,7,1940481.0
cg20780302,-0.064894,-0.022873,False,0.043884,17,82104230.0
cg20781880,0.210110,0.124773,False,0.167441,19,3179743.0
cg20783697,-0.194779,-0.021663,False,0.108221,17,58329786.0
cg20784259,-0.267720,0.006742,False,0.137231,1,113975413.0
cg20784950,-0.229542,-0.201921,True,0.215732,8,143928354.0
cg20786706,0.017640,-0.071787,False,0.044714,6,3781956.0
cg20790998,0.039315,-0.029962,False,0.034639,1,67824753.0
cg20792833,0.205992,0.201503,True,0.203748,11,67437724.0
cg20797270,0.150689,-0.083567,False,0.117128,6,30103511.0
cg20801007,0.232476,-0.037111,False,0.134794,11,830320.0
cg20805367,-0.078875,-0.065265,False,0.072070,17,7015633.0
cg20811857,-0.029822,-0.168588,False,0.099205,17,80105996.0
cg20818457,0.021398,-0.254332,False,0.137865,4,153258249.0
cg20820107,-0.202912,0.040287,False,0.121600,1,12133042.0
cg20820767,0.089943,0.081603,False,0.085773,1,44617168.0
cg20821442,-0.077063,0.027775,False,0.052419,7,105639435.0
cg20824939,-0.028936,0.397856,False,0.213396,1,205285954.0
cg20824977,-0.207310,-0.353232,True,0.280271,15,59686401.0
cg20835659,0.117742,-0.072891,False,0.095316,6,30713895.0
cg20837735,0.153138,-0.059105,False,0.106121,18,63476944.0
cg20840795,-0.124398,-0.224948,False,0.174673,12,119804590.0
cg20848979,0.067649,0.057492,False,0.062570,20,44355698.0
cg20868817,0.180355,-0.099502,False,0.139929,1,160707608.0
cg20873136,-0.134621,-0.021450,False,0.078036,2,128280136.0
cg20878780,0.127584,0.058589,False,0.093087,12,121442477.0
cg20888995,-0.234278,-0.155707,False,0.194992,3,56788031.0
cg20899781,0.016618,0.072177,False,0.044398,2,9565639.0
cg20918393,0.101575,0.178168,False,0.139871,20,19886492.0
cg20925383,0.136274,0.068428,False,0.102351,13,50128274.0
cg20927425,-0.006820,-0.076952,False,0.041886,4,25977525.0
cg20936226,0.190233,-0.255351,False,0.222792,3,123663556.0
cg20936529,0.054327,0.102849,False,0.078588,18,75200805.0
cg20937934,0.420630,0.192507,False,0.306569,18,23872824.0
cg20944964,0.151033,0.210772,False,0.180903,1,44617535.0
cg20950033,0.096049,-0.080860,False,0.088454,14,20430622.0
cg20956407,0.011578,0.344358,False,0.177968,5,150510115.0
cg20957796,0.269086,0.202818,True,0.235952,11,126327382.0
cg20979979,0.031048,0.154870,False,0.092959,4,140296918.0
cg20985082,0.057158,-0.075718,False,0.066438,6,32759488.0
cg20992181,0.005974,-0.264519,False,0.135246,11,69891517.0
cg21007509,0.101682,-0.009398,False,0.055540,14,68364493.0
cg21031128,0.165111,0.288847,False,0.226979,8,21913767.0
cg21040133,0.040180,0.047978,False,0.044079,7,3056927.0
cg21052660,0.154415,0.049390,False,0.101903,6,41374464.0
cg21083936,0.149428,-0.202942,False,0.176185,11,2273860.0
cg21092324,0.027696,0.031498,False,0.029597,4,89895159.0
cg21094613,-0.029932,0.254404,False,0.142168,11,79189642.0
cg21100638,-0.027386,-0.001114,False,0.014250,17,4433787.0
cg21101386,-0.050707,-0.128470,False,0.089589,20,36497454.0
cg21106505,-0.046442,-0.113497,False,0.079969,11,562547.0
cg21109038,-0.050410,-0.219010,False,0.134710,15,90000378.0
cg21110337,0.077224,-0.017163,False,0.047193,12,113233223.0
cg21116077,0.047511,-0.139536,False,0.093524,1,10860729.0
cg21127079,-0.167524,-0.072011,False,0.119768,11,111284101.0
cg21133433,0.083520,-0.141375,False,0.112448,4,169070645.0
cg21138012,0.216346,-0.048380,False,0.132363,8,99891723.0
cg21144941,0.177551,-0.096333,False,0.136942,22,17199685.0
cg21156912,-0.001484,-0.054039,False,0.027761,17,82889670.0
cg21157873,0.022125,0.108857,False,0.065491,1,151514011.0
cg21159068,-0.195396,-0.120714,False,0.158055,1,231160164.0
cg21164050,0.022049,0.069658,False,0.045854,13,27183274.0
cg21164509,-0.053219,0.123816,False,0.088517,1,9629745.0
cg21166985,-0.017513,0.137836,False,0.077675,12,121444464.0
cg21167963,0.152259,0.053264,False,0.102761,9,69172084.0
cg21171858,-0.238149,0.149241,False,0.193695,5,132457133.0
cg21177940,0.094329,0.005072,False,0.049700,9,87729790.0
cg21188037,0.228090,0.141866,False,0.184978,7,44979059.0
cg21192091,0.036255,-0.117423,False,0.076839,7,2719166.0
cg21198219,0.036822,-0.183504,False,0.110163,11,128688559.0
cg21201572,0.279786,-0.101873,False,0.190829,7,16804982.0
cg21201830,-0.145829,0.183843,False,0.164836,11,2301826.0
cg21204870,0.067019,0.017961,False,0.042490,9,109751045.0
cg21205663,0.009648,0.316371,False,0.163010,3,31227519.0
cg21207436,0.045463,-0.029782,False,0.037622,14,74348613.0
cg21210531,-0.102385,-0.051503,False,0.076944,1,234969857.0
cg21211730,0.145013,-0.188154,False,0.166583,19,44776513.0
cg21236414,-0.116404,0.026028,False,0.071216,4,900397.0
cg21236845,0.148257,0.137986,False,0.143122,5,98779625.0
cg21246595,0.046922,-0.029274,False,0.038098,15,98514320.0
cg21268422,-0.183979,-0.129066,False,0.156522,21,41248164.0
cg21270243,-0.142658,-0.210373,False,0.176515,2,215311525.0
cg21279316,0.102467,0.291862,False,0.197165,15,64623030.0
cg21281009,0.022845,-0.068914,False,0.045879,18,14748299.0
cg21284028,0.114310,0.194251,False,0.154281,20,59996514.0
cg21287519,-0.079780,-0.052207,False,0.065993,17,2347768.0
cg21291385,-0.312082,-0.164230,False,0.238156,21,34075915.0
cg21311067,-0.118285,-0.023208,False,0.070746,19,4916971.0
cg21315173,-0.205759,-0.086096,False,0.145927,2,163701340.0
cg21325040,0.199314,-0.078950,False,0.139132,11,114055874.0
cg21325723,-0.267277,-0.191076,False,0.229176,6,32326800.0
cg21336650,0.089994,0.179155,False,0.134574,17,80187907.0
cg21348406,-0.041037,0.111820,False,0.076429,17,78365085.0
cg21376733,0.217806,0.148818,False,0.183312,12,54497852.0
cg21382890,-0.159827,-0.021649,False,0.090738,2,177240066.0
cg21391790,0.173807,-0.003709,False,0.088758,15,36630417.0
cg21393885,-0.033654,-0.144501,False,0.089078,17,81340113.0
cg21399057,0.046303,0.023041,False,0.034672,17,48554548.0
cg21411291,0.090366,0.124269,False,0.107318,X,149495494.0
cg21424090,0.068707,-0.177811,False,0.123259,11,118679734.0
cg21424703,-0.163474,0.191382,False,0.177428,6,168367334.0
cg21431729,0.204682,0.134147,False,0.169414,2,23930179.0
cg21431832,-0.019059,-0.138519,False,0.078789,22,26479686.0
cg21439763,-0.296440,-0.078680,False,0.187560,1,173207227.0
cg21450723,0.068511,0.160392,False,0.114452,22,46086129.0
cg21455600,-0.003431,0.138212,False,0.070822,7,66631819.0
cg21459816,-0.022749,-0.222498,False,0.122624,7,157796064.0
cg21465176,0.078104,0.177201,False,0.127652,17,82401000.0
cg21467692,0.122209,-0.125881,False,0.124045,17,27849691.0
cg21475076,-0.074783,0.051393,False,0.063088,1,1165113.0
cg21478437,0.066713,0.007838,False,0.037275,1,206023964.0
cg21480173,0.113461,0.061866,False,0.087664,19,10353155.0
cg21483922,-0.161839,-0.018609,False,0.090224,17,50128047.0
cg21493516,0.010656,-0.174282,False,0.092469,12,54052249.0
cg21502476,-0.075998,-0.125538,False,0.100768,3,153221772.0
cg21514164,-0.279047,-0.229776,True,0.254412,2,42961800.0
cg21516763,0.110689,0.000762,False,0.055725,2,224001721.0
cg21519787,-0.100802,-0.020531,False,0.060667,19,48630164.0
cg21527621,-0.119335,-0.255109,False,0.187222,1,54547746.0
cg21531679,-0.037939,-0.183459,False,0.110699,3,185737238.0
cg21532801,-0.198527,-0.253205,False,0.225866,20,58306893.0
cg21537214,-0.170259,-0.066924,False,0.118592,1,204166457.0
cg21545988,0.040593,-0.105011,False,0.072802,6,31534739.0
cg21547824,0.243046,-0.179509,False,0.211278,12,132726738.0
cg21548464,-0.122655,-0.007454,False,0.065054,13,50133801.0
cg21549195,0.180461,0.008691,False,0.094576,19,51949115.0
cg21549695,0.214987,0.042338,False,0.128662,5,75037463.0
cg21565960,0.032029,0.151655,False,0.091842,11,62025813.0
cg21571160,0.054355,0.193995,False,0.124175,1,207089208.0
cg21575951,-0.036792,-0.090271,False,0.063531,3,69083808.0
cg21576187,0.020273,0.077548,False,0.048910,15,29671019.0
cg21583694,-0.140863,-0.046109,False,0.093486,5,136029712.0
cg21585707,-0.252250,-0.103877,False,0.178064,7,5495671.0
cg21605283,-0.197412,-0.143086,False,0.170249,17,32288906.0
cg21610436,-0.086738,-0.042027,False,0.064383,8,22801351.0
cg21614723,0.044423,0.051515,False,0.047969,17,57136202.0
cg21616051,-0.030403,0.016711,False,0.023557,4,993515.0
cg21617353,-0.036955,-0.171863,False,0.104409,17,45242004.0
cg21627409,0.179397,0.004151,False,0.091774,5,141430539.0
cg21631439,-0.033434,-0.013088,False,0.023261,19,10625772.0
cg21637392,-0.038334,0.046521,False,0.042427,7,5695492.0
cg21642947,0.196862,0.046042,False,0.121452,20,63522078.0
cg21643939,0.037821,-0.154230,False,0.096026,3,172749536.0
cg21646082,0.031972,0.024362,False,0.028167,1,26277479.0
cg21646392,0.136280,0.111962,False,0.124121,3,23668812.0
cg21647035,0.104372,-0.051952,False,0.078162,1,16146984.0
cg21649442,0.109586,-0.009491,False,0.059539,16,82011355.0
cg21649629,0.159042,0.000643,False,0.079842,8,66021190.0
cg21658153,0.201625,0.162999,False,0.182312,19,16067760.0
cg21659714,0.071084,-0.014542,False,0.042813,17,81828115.0
cg21681834,-0.030228,-0.227864,False,0.129046,2,135741221.0
cg21682210,0.167433,0.247690,False,0.207561,1,94817685.0
cg21686213,0.126855,0.139729,False,0.133292,11,315118.0
cg21712331,-0.194705,-0.153030,False,0.173867,13,98978235.0
cg21718735,-0.193744,-0.098476,False,0.146110,18,48947203.0
cg21723559,-0.019758,-0.050662,False,0.035210,20,45419534.0
cg21739530,0.050006,-0.145414,False,0.097710,4,173264917.0
cg21749794,-0.196207,0.012216,False,0.104211,13,114110735.0
cg21770322,0.007051,-0.159854,False,0.083452,7,98178429.0
cg21771679,0.044113,-0.037569,False,0.040841,7,131522014.0
cg21773297,0.105417,0.190432,False,0.147925,8,2102120.0
cg21775245,0.229549,-0.032644,False,0.131096,3,129688705.0
cg21777154,-0.022629,-0.111749,False,0.067189,1,184427170.0
cg21787063,0.161017,0.106434,False,0.133726,7,95485882.0
cg21793437,-0.311790,-0.140452,False,0.226121,12,2625425.0
cg21805731,-0.039651,0.174904,False,0.107278,1,204591857.0
cg21806592,-0.081634,-0.230369,False,0.156001,17,30968742.0
cg21818891,0.226499,0.129782,False,0.178141,11,35289370.0
cg21830459,0.159005,-0.190499,False,0.174752,22,17199673.0
cg21842274,-0.122104,-0.005023,False,0.063563,5,76952812.0
cg21843586,0.029776,-0.008493,False,0.019135,11,2375971.0
cg21846949,0.130111,0.156557,False,0.143334,2,33275822.0
cg21847118,0.001552,0.062653,False,0.032103,17,50190876.0
cg21847347,-0.158214,-0.054015,False,0.106114,17,74713433.0
cg21850913,0.127400,-0.144050,False,0.135725,4,38287859.0
cg21856257,0.180279,-0.135313,False,0.157796,1,247816905.0
cg21857346,0.051473,0.014620,False,0.033046,8,40153304.0
cg21857668,0.187341,-0.040310,False,0.113826,3,111732426.0
cg21876918,0.016462,0.292645,False,0.154553,19,2085484.0
cg21877956,-0.040689,-0.016474,False,0.028581,6,83216638.0
cg21878746,-0.151038,-0.108038,False,0.129538,19,54365121.0
cg21879102,0.198785,-0.055222,False,0.127003,12,119803605.0
cg21880903,0.214106,0.009285,False,0.111695,4,39407045.0
cg21898046,0.151877,0.103673,False,0.127775,5,180804026.0
cg21903684,0.064521,0.183884,False,0.124203,3,181839098.0
cg21911930,0.084246,-0.063537,False,0.073892,6,145688741.0
cg21912556,-0.067671,-0.186844,False,0.127257,8,18747972.0
cg21919599,0.083809,-0.040766,False,0.062287,1,247416010.0
cg21921520,0.100453,0.019860,False,0.060156,5,176191967.0
cg21932231,-0.195929,-0.105041,False,0.150485,2,36441721.0
cg21937128,-0.258961,-0.161679,False,0.210320,1,150999413.0
cg21937377,-0.068366,-0.310271,False,0.189318,3,195148021.0
cg21939215,-0.002572,0.250519,False,0.126545,11,60971523.0
cg21946374,-0.292212,-0.155131,False,0.223671,5,1108286.0
cg21964466,-0.185241,-0.231719,False,0.208480,5,39526835.0
cg21986027,0.076743,0.002426,False,0.039584,6,168838043.0
cg21988813,-0.287435,-0.243233,True,0.265334,11,61963408.0
cg21995961,-0.095008,-0.101620,False,0.098314,2,169736003.0
cg21998869,0.320501,0.123505,False,0.222003,2,233013440.0
cg22008490,0.048952,0.091208,False,0.070080,1,202160127.0
cg22011587,0.100534,0.058187,False,0.079361,2,187555539.0
cg22016513,-0.052347,0.049719,False,0.051033,8,3998055.0
cg22016995,0.077287,-0.088299,False,0.082793,11,614787.0
cg22018086,-0.332884,-0.160646,False,0.246765,22,44728675.0
cg22029587,-0.191564,0.168117,False,0.179840,2,233060291.0
cg22030501,0.286983,0.019893,False,0.153438,13,52882468.0
cg22035815,0.109861,-0.032379,False,0.071120,1,206798657.0
cg22044342,-0.317332,-0.115632,False,0.216482,17,3916045.0
cg22044401,-0.021856,0.216264,False,0.119060,12,112968121.0
cg22046408,-0.014233,-0.053808,False,0.034020,19,40600258.0
cg22048405,0.148187,-0.017679,False,0.082933,1,32760995.0
cg22053861,0.117000,-0.043596,False,0.080298,11,65551212.0
cg22065124,-0.171776,0.260497,False,0.216137,13,73075817.0
cg22073152,-0.132394,0.185334,False,0.158864,1,198664368.0
cg22074858,0.152283,0.278972,False,0.215628,1,89022747.0
cg22081371,0.051053,0.169570,False,0.110312,1,177858768.0
cg22109796,0.188376,0.089317,False,0.138846,4,15374546.0
cg22115076,0.206330,0.046007,False,0.126168,5,51377754.0
cg22117014,0.174165,-0.222675,False,0.198420,7,121022739.0
cg22117805,-0.126076,0.020672,False,0.073374,11,36400905.0
cg22118297,-0.235104,-0.052633,False,0.143868,3,64561634.0
cg22136363,-0.194127,-0.018437,False,0.106282,11,1890281.0
cg22143387,-0.086070,-0.297350,False,0.191710,5,177332080.0
cg22151446,0.110801,0.065045,False,0.087923,5,141431238.0
cg22151644,0.128699,-0.204369,False,0.166534,12,54050263.0
cg22152887,0.014968,0.005804,False,0.010386,11,73138899.0
cg22155281,-0.077656,-0.018690,False,0.048173,4,117086050.0
cg22155724,-0.114011,-0.098064,False,0.106038,5,177367404.0
