cpg_id,PT,POD,DCT,TAL,PC,CNT_IC,PEC,FIB,EC,Myeloid,B
cg19678259,0.742519,0.742519,0.742519,0.742519,0.742519,0.742519,0.742519,0.4434,0.742519,0.742519,0.742519
cg19680850,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.015041
cg19693177,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.166833,0.1357
cg19698340,0.658246,0.658246,0.658246,0.658246,0.658246,0.658246,0.658246,0.658246,0.658246,0.923877,0.658246
cg19700006,0.501069,0.208323,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069
cg19701577,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg19701879,0.518883,0.518883,0.15534,0.518883,0.518883,0.518883,0.518883,0.518883,0.518883,0.518883,0.518883
cg19704726,0.240157,0.240157,0.240157,0.240157,0.544274,0.240157,0.240157,0.240157,0.240157,0.240157,0.240157
cg19704853,0.495722,0.24897,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722
cg19706320,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.576365,0.255857,0.576365,0.576365
cg19707503,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.553422,0.171888
cg19709355,0.345981,0.345981,0.345981,0.345981,0.345981,0.345981,0.345981,0.345981,0.345981,0.345981,0.614247
cg19717640,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.796257,0.531264
cg19719409,0.756345,0.756345,0.756345,0.756345,0.357677,0.756345,0.756345,0.756345,0.756345,0.756345,0.756345
cg19726408,0.63304,0.63304,0.63304,0.63304,0.63304,0.63304,0.63304,0.406481,0.63304,0.63304,0.63304
cg19730801,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.387491,0.15928
cg19731122,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.105676,0.428682,0.428682
cg19734752,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.924477,0.553298
cg19735250,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.955408,0.937908
cg19736604,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg19738774,0.416145,0.019567,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145
cg19752094,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.085008
cg19755435,0.820763,0.820763,0.820763,0.820763,0.820763,0.820763,0.820763,0.820763,0.820763,0.388177,0.359252
cg19759481,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg19759549,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.612697,0.133698,0.133698
cg19760241,0.406639,0.406639,0.406639,0.406639,0.406639,0.406639,0.712206,0.406639,0.406639,0.406639,0.406639
cg19761594,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.396177,0.13521
cg19763471,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.609017
cg19764345,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.2179,0.47411,0.2179,0.2179
cg19764370,0.77618,0.77618,0.77618,0.77618,0.77618,0.77618,0.77618,0.77618,0.068858,0.77618,0.77618
cg19764973,0.087589,0.341457,0.341457,0.341457,0.341457,0.341457,0.341457,0.341457,0.341457,0.341457,0.341457
cg19767020,0.678142,0.678142,0.678142,0.678142,0.678142,0.678142,0.678142,0.678142,0.678142,0.906106,0.678142
cg19767800,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.076514,0.451785
cg19768125,0.599545,0.599545,0.599545,0.599545,0.599545,0.599545,0.599545,0.599545,0.599545,0.599545,0.919853
cg19775589,0.826778,0.826778,0.826778,0.826778,0.826778,0.826778,0.826778,0.826778,0.374788,0.826778,0.826778
cg19782243,0.495722,0.24897,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722
cg19787076,0.745292,0.745292,0.745292,0.745292,0.745292,0.745292,0.745292,0.529791,0.745292,0.745292,0.745292
cg19791221,0.708703,0.708703,0.708703,0.708703,0.708703,0.708703,0.708703,0.708703,0.708703,0.936565,0.708703
cg19794481,0.67297,0.67297,0.67297,0.67297,0.256089,0.67297,0.67297,0.67297,0.67297,0.67297,0.67297
cg19795996,0.7723,0.7723,0.7723,0.7723,0.7723,0.7723,0.7723,0.514415,0.7723,0.7723,0.7723
cg19797741,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.070747,0.506577
cg19817912,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.92864,0.846646
cg19821713,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.6785285,0.101262,0.253788
cg19825182,0.886567,0.886567,0.886567,0.886567,0.886567,0.886567,0.886567,0.886567,0.886567,0.886567,0.283897
cg19825437,0.093034,0.093034,0.093034,0.093034,0.093034,0.093034,0.093034,0.391544,0.093034,0.093034,0.093034
cg19826211,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.090335,0.01967,0.43535999999999997,0.43535999999999997
cg19827023,0.654079,0.654079,0.654079,0.654079,0.654079,0.654079,0.654079,0.654079,0.654079,0.069831,0.654079
cg19836199,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.066787,0.061381
cg19843165,0.137647,0.137647,0.137647,0.137647,0.137647,0.137647,0.137647,0.463352,0.137647,0.137647,0.137647
cg19844704,0.059178,0.58176,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178
cg19848082,0.816404,0.333797,0.816404,0.816404,0.816404,0.816404,0.816404,0.816404,0.816404,0.816404,0.816404
cg19859698,0.843711,0.843711,0.843711,0.843711,0.843711,0.843711,0.843711,0.843711,0.462042,0.843711,0.843711
cg19860796,0.657381,0.657381,0.657381,0.657381,0.657381,0.657381,0.657381,0.43181,0.657381,0.657381,0.657381
cg19861824,0.3940085,0.3940085,0.3940085,0.3940085,0.3940085,0.3940085,0.3940085,0.11138,0.084469,0.3940085,0.3940085
cg19870628,0.164837,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517
cg19872095,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.377498,0.015041
cg19872299,0.380869,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689
cg19876775,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.085008
cg19876814,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.407765,0.624208
cg19880790,0.14410066666666665,0.14410066666666665,0.14410066666666665,0.14410066666666665,0.14410066666666665,0.14410066666666665,0.14410066666666665,0.14410066666666665,0.731063,0.725752,0.739078
cg19883813,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.557085,0.171799,0.171799
cg19895047,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.552274,0.788075
cg19901381,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.663168
cg19901403,0.761565,0.761565,0.761565,0.761565,0.761565,0.761565,0.761565,0.33632,0.761565,0.761565,0.761565
cg19909063,0.918488,0.918488,0.918488,0.918488,0.918488,0.918488,0.918488,0.649948,0.918488,0.918488,0.918488
cg19919590,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.255466,0.12152
cg19920006,0.905336,0.905336,0.905336,0.905336,0.905336,0.905336,0.905336,0.594096,0.905336,0.905336,0.905336
cg19921130,0.275355,0.275355,0.275355,0.275355,0.275355,0.275355,0.275355,0.275355,0.041424,0.275355,0.275355
cg19925204,0.059178,0.58176,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178
cg19942083,0.67297,0.67297,0.67297,0.67297,0.256089,0.67297,0.67297,0.67297,0.67297,0.67297,0.67297
cg19942256,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.131368
cg19949550,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.712554,0.380197
cg19954537,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.118097
cg19957119,0.820948,0.2853,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948,0.820948
cg19960420,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.12312300000000001,0.465711,0.498288
cg19972193,0.825235,0.825235,0.825235,0.825235,0.825235,0.825235,0.825235,0.825235,0.462164,0.825235,0.825235
cg19977004,0.686003,0.396063,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003
cg19977912,0.426621,0.426621,0.426621,0.426621,0.037549,0.426621,0.426621,0.426621,0.426621,0.426621,0.426621
cg19980151,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.451785,0.076514,0.451785
cg19981243,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.3923646666666667,0.95593,0.938748,0.811347
cg19984911,0.6293715,0.013183,0.6293715,0.6293715,0.6293715,0.6293715,0.6293715,0.28803,0.6293715,0.6293715,0.6293715
cg19986012,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.914192,0.908754
cg19987356,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.339818,0.768408
cg19999161,0.2277185,0.2277185,0.662813,0.2277185,0.2277185,0.2277185,0.2277185,0.2277185,0.2277185,0.942615,0.2277185
cg20018782,0.742519,0.742519,0.742519,0.742519,0.742519,0.742519,0.742519,0.4434,0.742519,0.742519,0.742519
cg20019524,0.8574565000000001,0.564063,0.8574565000000001,0.8574565000000001,0.8574565000000001,0.8574565000000001,0.8574565000000001,0.587185,0.8574565000000001,0.8574565000000001,0.8574565000000001
cg20021806,0.636954,0.205343,0.636954,0.636954,0.636954,0.636954,0.636954,0.636954,0.636954,0.636954,0.636954
cg20025977,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.663168
cg20028019,0.849061,0.849061,0.849061,0.849061,0.849061,0.849061,0.849061,0.516237,0.849061,0.849061,0.849061
cg20029881,0.917981,0.917981,0.917981,0.917981,0.917981,0.917981,0.917981,0.490615,0.917981,0.917981,0.917981
cg20031845,0.6733709999999999,0.6733709999999999,0.6733709999999999,0.6733709999999999,0.6733709999999999,0.6733709999999999,0.6733709999999999,0.6733709999999999,0.6733709999999999,0.464301,0.210544
cg20038591,0.059178,0.58176,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178
cg20041612,0.370492,0.763926,0.763926,0.763926,0.763926,0.763926,0.763926,0.763926,0.763926,0.763926,0.763926
cg20044189,0.36464399999999997,0.36464399999999997,0.36464399999999997,0.36464399999999997,0.36464399999999997,0.36464399999999997,0.36464399999999997,0.032916,0.091171,0.36464399999999997,0.36464399999999997
cg20050484,0.939229,0.939229,0.939229,0.939229,0.939229,0.939229,0.939229,0.715263,0.939229,0.939229,0.939229
cg20059012,0.560779,0.560779,0.560779,0.560779,0.560779,0.560779,0.560779,0.560779,0.166808,0.560779,0.560779
cg20064848,0.658971,0.658971,0.154834,0.658971,0.658971,0.355867,0.658971,0.658971,0.658971,0.658971,0.658971
cg20070852,0.7074,0.44543,0.7074,0.7074,0.7074,0.7074,0.7074,0.7074,0.7074,0.7074,0.7074
cg20076516,0.4757525,0.4757525,0.4757525,0.4757525,0.4757525,0.4757525,0.4757525,0.4757525,0.4757525,0.952931,0.868556
cg20087093,0.443078,0.443078,0.685333,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078,0.443078
cg20090283,0.244369,0.244369,0.244369,0.244369,0.464961,0.244369,0.244369,0.244369,0.244369,0.244369,0.244369
cg20091215,0.857949,0.857949,0.857949,0.857949,0.857949,0.857949,0.857949,0.857949,0.638473,0.857949,0.857949
cg20115117,0.839659,0.839659,0.839659,0.839659,0.839659,0.839659,0.839659,0.839659,0.839659,0.839659,0.424705
cg20116929,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg20116935,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.730841,0.770456,0.648183
cg20131897,0.857017,0.857017,0.857017,0.857017,0.857017,0.857017,0.857017,0.857017,0.364918,0.857017,0.857017
cg20132590,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.581
cg20139425,0.185872,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084,0.533084
cg20148850,0.199242,0.199242,0.495686,0.199242,0.618897,0.413816,0.199242,0.199242,0.199242,0.199242,0.199242
cg20149137,0.048516,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303
cg20149600,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.142334,0.38386,0.142334
cg20152430,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.76964
cg20157753,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.852088,0.639954
cg20161965,0.26436800000000005,0.26436800000000005,0.26436800000000005,0.26436800000000005,0.26436800000000005,0.26436800000000005,0.26436800000000005,0.26436800000000005,0.26436800000000005,0.595868,0.632503
cg20163166,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.140228,0.496554
cg20171453,0.7480455,0.7480455,0.7480455,0.7480455,0.7480455,0.7480455,0.7480455,0.7480455,0.7480455,0.343315,0.100205
cg20176648,0.049797,0.834769,0.834769,0.834769,0.834769,0.834769,0.834769,0.834769,0.834769,0.834769,0.834769
cg20179907,0.843025,0.843025,0.843025,0.843025,0.843025,0.843025,0.843025,0.843025,0.49309,0.843025,0.843025
cg20184247,0.257933,0.727187,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933
cg20191066,0.5645175,0.5645175,0.5645175,0.5645175,0.5645175,0.5645175,0.5645175,0.5645175,0.5645175,0.090649,0.060608
cg20204986,0.647537,0.280914,0.280914,0.280914,0.280914,0.280914,0.280914,0.57598,0.280914,0.280914,0.280914
cg20208133,0.603975,0.05666,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975,0.603975
cg20214004,0.488621,0.488621,0.488621,0.488621,0.488621,0.488621,0.488621,0.488621,0.488621,0.488621,0.756383
cg20225745,0.638398,0.638398,0.638398,0.638398,0.638398,0.638398,0.393243,0.638398,0.638398,0.638398,0.638398
cg20225999,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.484465,0.761939
cg20230305,0.786729,0.175873,0.786729,0.786729,0.786729,0.786729,0.786729,0.034581,0.786729,0.786729,0.786729
cg20254225,0.491257,0.491257,0.491257,0.491257,0.491257,0.491257,0.491257,0.035951,0.491257,0.491257,0.491257
cg20267932,0.691823,0.118423,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823,0.691823
cg20274304,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.73649
cg20275889,0.048516,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303,0.279303
cg20284629,0.498874,0.498874,0.498874,0.498874,0.498874,0.498874,0.498874,0.797684,0.498874,0.498874,0.498874
cg20288105,0.501069,0.208323,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069
cg20289746,0.864134,0.864134,0.864134,0.864134,0.864134,0.864134,0.864134,0.864134,0.639701,0.864134,0.864134
cg20302133,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.383107,0.131368
cg20307885,0.756345,0.756345,0.756345,0.756345,0.357677,0.756345,0.756345,0.756345,0.756345,0.756345,0.756345
cg20309640,0.680231,0.680231,0.680231,0.680231,0.680231,0.680231,0.680231,0.680231,0.282773,0.680231,0.680231
cg20309677,0.629489,0.629489,0.054645,0.629489,0.629489,0.629489,0.629489,0.629489,0.629489,0.629489,0.629489
cg20317872,0.239828,0.591477,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828
cg20318272,0.761994,0.27124,0.761994,0.761994,0.761994,0.761994,0.761994,0.761994,0.761994,0.761994,0.761994
cg20322837,0.7058884999999999,0.7058884999999999,0.7058884999999999,0.7058884999999999,0.7058884999999999,0.7058884999999999,0.7058884999999999,0.7058884999999999,0.290318,0.7058884999999999,0.480936
cg20325850,0.730018,0.730018,0.730018,0.730018,0.730018,0.730018,0.730018,0.730018,0.279961,0.730018,0.730018
cg20331241,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg20348858,0.059178,0.58176,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178,0.059178
cg20349377,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.504492
cg20350518,0.393421,0.158303,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421
cg20355486,0.740796,0.740796,0.740796,0.740796,0.740796,0.740796,0.740796,0.376205,0.740796,0.740796,0.740796
cg20367218,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.04923,0.599521,0.599521,0.599521
cg20371650,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.416483,0.619032
cg20373432,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.496833,0.873028,0.496833
cg20379239,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.418176,0.056285,0.077176
cg20384898,0.4653343333333333,0.070357,0.4653343333333333,0.220095,0.4653343333333333,0.4653343333333333,0.092809,0.4653343333333333,0.4653343333333333,0.4653343333333333,0.4653343333333333
cg20386109,0.7631815,0.7631815,0.034693,0.7631815,0.7631815,0.430793,0.7631815,0.7631815,0.7631815,0.7631815,0.7631815
cg20386316,0.179425,0.473243,0.179425,0.179425,0.179425,0.179425,0.179425,0.179425,0.179425,0.179425,0.179425
cg20386487,0.334665,0.334665,0.334665,0.334665,0.334665,0.334665,0.334665,0.020118,0.334665,0.334665,0.334665
cg20392615,0.691742,0.26736,0.691742,0.691742,0.691742,0.691742,0.691742,0.691742,0.691742,0.691742,0.691742
cg20398418,0.3305795,0.3305795,0.3305795,0.3305795,0.641663,0.3305795,0.3305795,0.3305795,0.753044,0.3305795,0.3305795
cg20408276,0.491257,0.491257,0.491257,0.491257,0.491257,0.491257,0.491257,0.035951,0.491257,0.491257,0.491257
cg20408776,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.574103,0.955408,0.937908
cg20419291,0.77618,0.77618,0.77618,0.77618,0.77618,0.77618,0.77618,0.77618,0.068858,0.77618,0.77618
cg20424335,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.933659,0.876215
cg20430631,0.882873,0.882873,0.882873,0.882873,0.882873,0.882873,0.882873,0.882873,0.882873,0.621729,0.374948
cg20432960,0.2855,0.2855,0.2855,0.2855,0.543926,0.2855,0.2855,0.2855,0.2855,0.2855,0.2855
cg20433386,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.817737,0.609017
cg20441502,0.172309,0.172309,0.172309,0.172309,0.172309,0.172309,0.172309,0.421749,0.172309,0.172309,0.172309
cg20444218,0.515258,0.515258,0.515258,0.515258,0.515258,0.515258,0.515258,0.064764,0.515258,0.854136,0.815642
cg20455854,0.378963,0.378963,0.378963,0.378963,0.378963,0.378963,0.378963,0.734932,0.610481,0.378963,0.378963
cg20457147,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.028975,0.258949,0.258949
cg20462500,0.456029,0.456029,0.456029,0.456029,0.153988,0.456029,0.456029,0.456029,0.456029,0.456029,0.456029
cg20473453,0.220566,0.727483,0.727483,0.727483,0.727483,0.727483,0.727483,0.727483,0.727483,0.727483,0.727483
cg20477259,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.165727
cg20489228,0.1978165,0.1978165,0.1978165,0.1978165,0.1978165,0.1978165,0.1978165,0.667085,0.507669,0.1978165,0.1978165
cg20491488,0.864134,0.864134,0.864134,0.864134,0.864134,0.864134,0.864134,0.864134,0.639701,0.864134,0.864134
cg20500854,0.818147,0.818147,0.818147,0.390736,0.818147,0.818147,0.818147,0.818147,0.818147,0.818147,0.818147
cg20509119,0.695955,0.33257,0.695955,0.695955,0.695955,0.695955,0.695955,0.695955,0.695955,0.695955,0.695955
cg20516209,0.743178,0.743178,0.743178,0.743178,0.743178,0.743178,0.743178,0.216641,0.743178,0.743178,0.743178
cg20517050,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg20523861,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.504492
cg20533899,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.437694,0.085008
cg20536921,0.770732,0.770732,0.770732,0.770732,0.770732,0.770732,0.770732,0.770732,0.402902,0.770732,0.770732
cg20544516,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.794127
cg20545776,0.076979,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242
cg20547407,0.146597,0.146597,0.146597,0.146597,0.616665,0.146597,0.146597,0.146597,0.146597,0.146597,0.146597
cg20550790,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.506577,0.070747,0.506577
cg20566885,0.631866,0.191683,0.631866,0.631866,0.631866,0.631866,0.631866,0.631866,0.111966,0.631866,0.631866
cg20569034,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.2940305,0.933659,0.876215
cg20570611,0.3305795,0.3305795,0.3305795,0.3305795,0.641663,0.3305795,0.3305795,0.3305795,0.753044,0.3305795,0.3305795
cg20596273,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.028975,0.258949,0.258949
cg20597127,0.213657,0.561365,0.561365,0.561365,0.561365,0.561365,0.561365,0.561365,0.561365,0.561365,0.561365
cg20600729,0.799662,0.799662,0.799662,0.799662,0.075572,0.799662,0.799662,0.799662,0.799662,0.799662,0.799662
cg20605413,0.329414,0.74273,0.74273,0.74273,0.74273,0.74273,0.74273,0.74273,0.74273,0.74273,0.74273
cg20608085,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.279448,0.530497,0.279448
cg20610619,0.543363,0.096013,0.543363,0.543363,0.543363,0.543363,0.543363,0.543363,0.543363,0.543363,0.543363
cg20615910,0.473981,0.473981,0.473981,0.473981,0.473981,0.473981,0.473981,0.473981,0.473981,0.473981,0.763053
cg20618842,0.689975,0.689975,0.689975,0.689975,0.689975,0.689975,0.689975,0.264247,0.689975,0.689975,0.689975
cg20628791,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.454017,0.731541
cg20650138,0.359039,0.359039,0.359039,0.359039,0.359039,0.359039,0.359039,0.111877,0.359039,0.359039,0.359039
cg20651417,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.272246,0.898788,0.779246
cg20654074,0.494062,0.494062,0.494062,0.494062,0.494062,0.494062,0.494062,0.494062,0.205641,0.494062,0.494062
cg20666807,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg20669292,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.339818,0.768408
cg20669641,0.63304,0.63304,0.63304,0.63304,0.63304,0.63304,0.63304,0.406481,0.63304,0.63304,0.63304
cg20669834,0.939229,0.939229,0.939229,0.939229,0.939229,0.939229,0.939229,0.715263,0.939229,0.939229,0.939229
cg20671920,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.720907,0.324359,0.720907,0.720907
cg20674424,0.515545,0.515545,0.515545,0.515545,0.515545,0.515545,0.515545,0.515545,0.515545,0.717471,0.515545
cg20677267,0.9108259999999999,0.645527,0.9108259999999999,0.9108259999999999,0.9108259999999999,0.9108259999999999,0.9108259999999999,0.324486,0.9108259999999999,0.9108259999999999,0.9108259999999999
cg20682146,0.6486765,0.6486765,0.6486765,0.6486765,0.6486765,0.6486765,0.6486765,0.206209,0.209441,0.6486765,0.6486765
cg20687610,0.887149,0.227937,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149,0.887149
cg20688917,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.92864,0.846646
cg20689294,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.351938,0.429319
cg20694619,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.8086745,0.388541,0.351946
cg20698769,0.269861,0.067227,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861,0.269861
cg20700977,0.923525,0.923525,0.923525,0.923525,0.923525,0.923525,0.923525,0.664551,0.923525,0.923525,0.923525
cg20703671,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.105676,0.428682,0.428682
cg20708199,0.576359,0.576359,0.576359,0.576359,0.576359,0.576359,0.576359,0.576359,0.171576,0.576359,0.576359
cg20712820,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.22434199999999999,0.92864,0.846646
cg20717932,0.316302,0.316302,0.316302,0.316302,0.316302,0.316302,0.316302,0.316302,0.316302,0.64093,0.316302
