IlmnID,CHR,MAPINFO
cg19169190,2,220100227
cg19169208,10,51487544
cg19169234,9,128469687
cg19169246,17,73887207
cg19169288,7,20740058
cg19169342,5,137827399
cg19169370,12,15866198
cg19169377,1,17559581
cg19169391,12,125255411
cg19169465,8,33371220
cg19169533,4,66249898
cg19169535,X,71699558
cg19169586,4,82157419
cg19169619,1,150459534
cg19169658,X,114423839
cg19169838,X,153631346
cg19169932,15,62861954
cg19169976,17,48071253
cg19170009,10,17277755
cg19170015,4,74734713
cg19170018,7,140715554
cg19170021,17,79077168
cg19170036,11,975702
cg19170156,17,42579651
cg19170208,22,25679271
cg19170233,4,87855645
cg19170321,15,42640315
cg19170582,17,69454732
cg19170589,15,60883568
cg19170614,6,89927300
cg19170638,1,11042291
cg19170660,6,30292898
cg19170804,10,71463564
cg19170807,13,113001347
cg19170881,7,101129979
cg19170909,12,55445026
cg19170930,7,65968159
cg19170982,19,53835913
cg19170991,10,71088037
cg19171005,16,87232140
cg19171120,6,47682171
cg19171121,2,27070933
cg19171155,7,8260024
cg19171161,17,77803659
cg19171175,11,542108
cg19171272,22,38449366
cg19171307,16,22152750
cg19171375,12,94658630
cg19171383,17,19555083
cg19171393,12,126842842
cg19171494,3,306485
cg19171596,6,125284244
cg19171660,10,103649717
cg19171768,15,62558603
cg19171792,12,3427462
cg19171876,11,67074855
cg19171919,17,79414542
cg19171931,1,14455330
cg19172017,22,25225649
cg19172052,4,166129560
cg19172143,17,43220287
cg19172170,11,20627780
cg19172208,1,60237978
cg19172222,17,45810425
cg19172253,11,8243546
cg19172265,X,102001934
cg19172278,7,152623303
cg19172427,14,72009221
cg19172429,2,240878312
cg19172447,12,132551482
cg19172468,6,44151802
cg19172487,22,44394855
cg19172518,4,42308423
cg19172575,8,11567720
cg19172612,3,89553566
cg19172617,17,35010721
cg19172662,7,66384891
cg19172665,4,144618118
cg19172703,2,11376533
cg19172733,2,239259403
cg19172750,17,66287498
cg19172814,5,115786510
cg19172898,11,70693403
cg19172949,20,32226226
cg19172970,10,68254074
cg19173006,6,151226790
cg19173056,2,137068817
cg19173078,3,157697366
cg19173375,6,27880116
cg19173420,6,88535663
cg19173421,7,107202515
cg19173440,11,78128695
cg19173487,7,43806917
cg19173493,6,158014654
cg19173502,21,17911687
cg19173507,6,107391298
cg19173512,5,90679206
cg19173554,5,131705888
cg19173666,17,80740807
cg19173695,12,50467185
cg19173816,8,127885680
cg19173824,1,39993789
cg19173885,4,160424580
cg19173899,9,2844240
cg19173923,13,32606754
cg19173974,7,82228422
cg19173990,3,49004703
cg19174044,20,18446361
cg19174059,11,124972103
cg19174133,2,204652766
cg19174165,11,113719235
cg19174554,13,60708541
cg19174591,3,135029419
cg19174603,10,123861563
cg19174634,17,71197999
cg19174643,18,13136425
cg19174658,22,45018512
cg19174706,6,28984670
cg19174793,2,33789951
cg19174831,13,109779860
cg19174856,18,813496
cg19174874,15,80690936
cg19174894,2,242486769
cg19174924,8,68287226
cg19175123,10,103411745
cg19175143,20,48133815
cg19175169,7,114063223
cg19175187,2,191115282
cg19175193,6,41007449
cg19175202,11,20004341
cg19175211,22,30693517
cg19175226,10,134113431
cg19175273,2,161058097
cg19175314,4,120162315
cg19175325,2,68384859
cg19175364,17,7249510
cg19175381,19,49121830
cg19175383,1,227922837
cg19175386,12,115134495
cg19175455,3,50605238
cg19175521,11,58500822
cg19175585,16,71392492
cg19175618,8,70583718
cg19175622,7,107109844
cg19175649,17,15164119
cg19175714,14,78287601
cg19175725,7,157690245
cg19175742,15,83331451
cg19175761,22,50945357
cg19175822,13,113355059
cg19175867,19,38384688
cg19175928,4,70625780
cg19175949,X,3616237
cg19175993,1,51821068
cg19176072,10,135083741
cg19176122,3,129654217
cg19176199,5,5605440
cg19176258,15,70709228
cg19176285,6,31895178
cg19176363,15,75182350
cg19176391,11,67070759
cg19176530,2,71295333
cg19176541,13,43882348
cg19176553,17,43049894
cg19176559,17,56033128
cg19176661,5,142718548
cg19176696,17,79038152
cg19176733,5,161273976
cg19176816,10,112679254
cg19176828,6,164258842
cg19176897,1,236686472
cg19176928,2,139378921
cg19176999,14,92414220
cg19177027,8,1251715
cg19177070,14,89290211
cg19177125,18,19752413
cg19177239,7,116256793
cg19177332,X,78001743
cg19177422,18,20226634
cg19177465,17,46089664
cg19177487,13,114793339
cg19177531,3,133753041
cg19177547,18,71462059
cg19177600,15,38857180
cg19177627,2,63274708
cg19177701,2,111435857
cg19177722,6,10414484
cg19177732,9,91925993
cg19177744,2,8711041
cg19177771,4,142497248
cg19177777,19,40175037
cg19177783,17,42440717
cg19177811,1,6106068
cg19177837,7,145475
cg19177884,2,150019004
cg19177941,15,101420184
cg19178040,11,66036931
cg19178081,17,7558888
cg19178091,17,704244
cg19178144,11,66066686
cg19178151,4,184938358
cg19178201,21,45080662
cg19178233,1,16419678
cg19178320,3,58224200
cg19178324,11,17759572
cg19178356,12,2921056
cg19178360,X,18260526
cg19178362,17,57233046
cg19178389,1,142816400
cg19178441,6,29981090
cg19178509,6,30850580
cg19178558,5,159827161
cg19178561,15,23260712
cg19178585,12,109971144
cg19178642,15,89657389
cg19178679,1,10853407
cg19178740,17,7518272
cg19178742,6,30070098
cg19178809,20,32074531
cg19178853,4,174450407
cg19178876,18,74691096
cg19178969,13,79973181
cg19178976,8,133619418
cg19179005,7,151065823
cg19179014,17,78404025
cg19179018,3,181598406
cg19179025,3,47325420
cg19179053,10,88227213
cg19179092,5,34928647
cg19179099,10,106390666
cg19179102,10,131479436
cg19179139,6,40695258
cg19179150,17,41287307
cg19179153,9,111577431
cg19179168,5,159434769
cg19179185,6,30731396
cg19179189,9,116728842
cg19179237,7,6333147
cg19179241,2,220325985
cg19179259,10,97799756
cg19179332,17,20812309
cg19179379,16,27832254
cg19179458,2,74400814
cg19179532,3,70878467
cg19179556,11,1912494
cg19179572,17,80377871
cg19179603,17,16342229
cg19179667,10,12872584
cg19179687,2,38769203
cg19179708,18,71977283
cg19179801,17,37381835
cg19179869,12,5552385
cg19179910,6,30955357
cg19179918,3,15073734
cg19179973,6,83775553
cg19180156,2,59400970
cg19180235,6,164527224
cg19180304,16,1883181
cg19180344,1,227625646
cg19180348,1,11863897
cg19180387,12,119042184
cg19180478,3,186158606
cg19180492,15,42862641
cg19180498,9,100000414
cg19180514,X,51361515
cg19180541,9,27530278
cg19180542,10,43047892
cg19180546,13,44453866
cg19180555,12,5982294
cg19180602,17,72200559
cg19180624,2,177053296
cg19180636,4,187404922
cg19180698,4,82471370
cg19180703,3,52424967
cg19180710,2,227176384
cg19180741,17,42733367
cg19180769,8,81260591
cg19180795,12,87727061
cg19180827,2,47684717
cg19180828,1,6265219
cg19180834,18,77607497
cg19180905,9,111232083
cg19181016,11,18765855
cg19181022,18,24442472
cg19181051,20,43307171
cg19181132,12,59314526
cg19181151,20,60758599
cg19181160,11,3187592
cg19181162,14,38091823
cg19181184,1,230823544
cg19181244,15,78237002
cg19181310,15,40735035
cg19181419,5,133414157
cg19181460,19,33830413
cg19181479,10,48373735
cg19181528,20,59542588
cg19181668,2,24090759
cg19181690,17,63694511
cg19181692,18,70206924
cg19181811,6,90981623
cg19181868,22,50810406
cg19181905,11,69812295
cg19181996,3,167338426
cg19182008,11,26298240
cg19182014,20,33422403
cg19182015,11,75176180
cg19182035,12,3393004
cg19182046,14,75179861
cg19182048,15,31618603
cg19182075,3,44552138
cg19182242,3,12328728
cg19182267,3,57132189
cg19182279,4,892010
cg19182289,6,33265385
cg19182299,1,228461985
cg19182341,4,39666978
cg19182353,11,118479427
cg19182354,2,17942560
cg19182423,12,12814268
cg19182468,6,30584269
cg19182537,13,43598037
cg19182557,2,130345354
cg19182589,9,81390323
cg19182633,6,30070347
cg19182683,4,183730518
cg19182908,22,38204191
cg19182918,17,39140673
cg19182919,15,30264289
cg19182928,4,175322759
cg19182986,11,124613499
cg19183081,X,107180120
cg19183089,4,17499827
cg19183192,1,46049432
cg19183211,4,75960947
cg19183248,4,152364958
cg19183252,4,120665940
cg19183317,10,81370677
cg19183325,12,133066485
cg19183358,2,33953436
cg19183365,12,28979622
cg19183395,2,233216864
cg19183433,2,180871779
cg19183436,16,67207739
cg19183454,1,10358950
cg19183483,5,56292153
cg19183542,15,49448571
cg19183607,2,38101851
cg19183619,5,65157758
cg19183686,6,14333183
cg19183709,4,682830
cg19183733,8,94847403
cg19183742,2,3659465
cg19183743,7,27188019
cg19183748,11,64863585
cg19183833,17,80042013
cg19183842,19,39993357
cg19183867,15,25325900
cg19183879,15,85880814
cg19183885,5,172207413
cg19183923,4,2876808
cg19183932,6,27791711
cg19184047,2,70842560
cg19184160,6,144611884
cg19184204,2,71829810
cg19184348,6,33386503
cg19184362,12,125034430
cg19184414,20,31349614
cg19184415,18,57363690
cg19184420,20,34960425
cg19184455,2,231692832
cg19184518,5,79783901
cg19184572,4,124365856
cg19184688,2,241935281
cg19184708,16,81063834
cg19184771,15,73664317
cg19184818,17,73235563
cg19184878,12,133345085
cg19184885,17,45699321
cg19184897,12,58282505
cg19184934,13,95364920
cg19184963,22,50708638
cg19184994,1,95605869
cg19185092,15,101459188
cg19185116,X,9494866
cg19185133,11,93474119
cg19185142,10,50970566
cg19185146,2,134880301
cg19185217,3,15106929
cg19185314,15,78798829
cg19185339,13,44971648
cg19185356,8,102498894
cg19185380,20,45431987
cg19185384,13,45914938
cg19185414,8,49547125
cg19185520,1,223085401
cg19185544,8,22595421
cg19185549,20,13506028
cg19185574,17,78857630
cg19185579,8,41906127
cg19185607,4,10691675
cg19185637,15,68722382
cg19185641,6,16347196
cg19185686,6,24402119
cg19185689,8,67379417
cg19185706,10,88475770
cg19185791,3,150659878
cg19185846,2,71123232
cg19185867,18,42379633
cg19185907,12,60660456
cg19185929,3,133620129
cg19185932,2,98850589
cg19185958,2,66553635
cg19186049,5,78407139
cg19186052,18,9722386
cg19186056,11,113903984
cg19186089,17,46973221
cg19186105,11,119223666
cg19186111,16,22103348
cg19186126,2,189142228
cg19186129,15,33378928
cg19186136,6,31799310
cg19186145,2,45169561
cg19186275,10,52349638
cg19186307,4,8468178
cg19186356,12,112204326
cg19186380,12,54427028
cg19186409,3,47647354
cg19186428,9,22229097
cg19186435,12,111806795
cg19186459,5,67151607
cg19186736,10,13704035
cg19186806,11,5442433
cg19186888,5,68195153
cg19186950,19,33667103
cg19186966,18,36924530
cg19186970,13,48736508
cg19187012,1,184774805
cg19187018,17,33906975
cg19187032,8,71380292
cg19187043,22,20432167
cg19187044,16,21131757
cg19187046,14,23652886
cg19187075,6,111927483
cg19187110,8,94372724
cg19187121,15,101628652
cg19187145,15,49338250
cg19187155,2,232395268
cg19187180,8,144160946
cg19187185,6,90122496
cg19187191,8,28420408
cg19187254,8,10983375
cg19187308,2,21691657
cg19187336,1,157531756
cg19187378,16,85987345
cg19187405,1,13870799
cg19187410,17,75883892
cg19187465,2,220101782
cg19187486,15,74833837
cg19187521,12,26279543
cg19187564,19,42133491
cg19187593,19,18208437
cg19187616,8,53012572
cg19187653,6,31778918
cg19187681,11,9606859
cg19187710,3,75050998
cg19187756,3,23753800
cg19187798,18,60176360
cg19187831,11,67232315
cg19187854,6,30670794
cg19187926,2,232221738
cg19188021,22,50970741
cg19188060,3,184017238
cg19188063,21,35986230
cg19188064,17,70968573
cg19188109,3,138327413
cg19188182,12,72667511
cg19188205,6,158589551
cg19188207,2,10340836
cg19188282,12,32686637
cg19188297,12,51219238
cg19188306,11,111410934
cg19188316,13,109853925
cg19188359,20,2312098
cg19188370,12,125103180
cg19188377,15,25276264
cg19188435,8,103468152
cg19188436,1,75598868
cg19188464,7,36682575
cg19188544,2,137042154
cg19188572,15,59950011
cg19188595,10,45496481
cg19188597,22,46469941
cg19188612,8,104384290
cg19188632,2,3702480
cg19188642,20,46587446
cg19188855,12,54355475
cg19188893,1,182846008
cg19188899,13,112838564
cg19188904,1,25803386
cg19188997,2,191979238
cg19189010,11,5840773
cg19189070,X,153696547
cg19189075,3,40806780
cg19189115,7,128663807
cg19189116,13,73746101
cg19189151,18,45663765
cg19189176,22,44708760
cg19189191,7,28192315
cg19189195,16,9213338
cg19189201,15,98964782
cg19189213,22,23795724
cg19189291,17,10571934
cg19189310,6,34393778
cg19189348,10,112206897
cg19189355,6,170593968
cg19189410,6,32936356
cg19189422,2,29420011
cg19189459,2,120770397
cg19189555,2,61389189
cg19189601,7,86406136
cg19189688,10,64532055
cg19189726,19,34288307
cg19189744,17,45737589
cg19189806,13,81838653
cg19189827,1,89733109
cg19189864,10,105372136
cg19189942,10,4512422
cg19189952,1,101763380
cg19189965,12,123459819
cg19189990,11,13484863
cg19190016,17,81025683
cg19190068,12,56488218
cg19190120,12,80427073
cg19190217,12,49318748
cg19190258,8,101159119
cg19190269,15,64444819
cg19190274,17,2937322
cg19190293,3,114269140
cg19190327,3,69063064
cg19190347,22,23933840
cg19190403,8,123669843
cg19190487,21,35201905
cg19190519,11,123175739
cg19190593,6,6588736
cg19190632,10,97022648
cg19190699,15,101514155
cg19190714,6,16238940
cg19190728,2,145275440
cg19190762,13,44806054
cg19190836,1,3317351
cg19190853,8,23193665
cg19190900,2,37553620
cg19191231,8,103209780
cg19191258,10,3197649
cg19191272,12,114395547
cg19191299,13,30679724
cg19191357,22,42196519
cg19191364,3,184455104
cg19191401,12,64238537
cg19191454,10,102106595
cg19191492,19,54006807
cg19191500,13,44361639
cg19191502,21,46359574
cg19191555,10,11167634
cg19191560,11,27492756
cg19191577,2,21474261
cg19191594,21,45379545
cg19191600,6,30613505
cg19191606,6,166783843
cg19191624,2,32582275
cg19191687,18,4987868
cg19191767,2,103300700
cg19191858,12,7986645
cg19191883,19,12780322
cg19191888,8,144901935
cg19191984,4,120549791
cg19192065,10,93335090
cg19192066,10,125107750
cg19192101,17,9129314
cg19192106,17,39657177
cg19192108,12,116958584
cg19192120,11,67070516
cg19192146,17,4740213
cg19192159,5,140743797
cg19192223,10,35105209
cg19192256,11,60621713
cg19192269,14,50535109
cg19192280,6,32116892
cg19192282,8,104586891
cg19192316,10,69643019
cg19192377,11,62209355
cg19192498,13,113009768
cg19192505,12,12492130
cg19192520,12,127848062
cg19192541,16,51678314
cg19192562,8,87777383
cg19192585,20,62948036
cg19192590,2,178524532
cg19192625,17,8094310
cg19192626,17,38708637
cg19192649,2,99952968
cg19192652,1,21893938
cg19192684,2,62662899
cg19192878,22,17691368
cg19192931,2,60784367
cg19192934,10,1260003
cg19192956,3,33138869
cg19192981,15,57664703
cg19193036,3,98451113
cg19193135,11,118219873
cg19193136,2,234157745
cg19193147,8,28555981
cg19193201,18,30050906
cg19193241,10,1103534
cg19193384,17,30244183
cg19193403,2,110973945
cg19193422,11,131942221
cg19193517,2,45394832
cg19193549,6,10771030
cg19193574,6,155226497
cg19193586,14,77746527
cg19193595,15,67396486
cg19193625,19,10841609
cg19193725,5,92023971
cg19193825,7,75849600
cg19193826,15,82180610
cg19193851,8,124171114
cg19193852,20,32262998
cg19193854,8,30324899
cg19193873,22,31556134
cg19193875,1,40770188
cg19193931,21,38081975
cg19193942,3,88873742
cg19193943,11,96648653
cg19193956,7,19148186
cg19193962,1,231664184
cg19193964,11,85836029
cg19193970,22,50894540
cg19194095,7,34817321
cg19194098,10,28287982
cg19194167,15,57846209
cg19194233,22,50523800
cg19194367,2,148188278
cg19194373,20,57875702
cg19194405,7,50538739
cg19194448,2,178976360
cg19194454,16,69760877
cg19194482,4,145569225
cg19194509,18,12400306
cg19194595,X,46771883
cg19194645,12,125223539
cg19194718,3,50350747
cg19194753,22,31875524
cg19194784,11,92647562
cg19194871,14,75333389
cg19194920,11,72784666
cg19194924,14,90168306
cg19194986,19,17113128
cg19195069,3,187607567
cg19195077,7,47778879
cg19195103,21,30553061
cg19195279,4,54457797
cg19195327,1,6479724
cg19195419,19,1799934
cg19195465,2,219433370
cg19195712,6,31026214
cg19195715,14,69368638
cg19195724,15,25287296
cg19195760,7,103712313
cg19195917,19,4910084
cg19195935,1,168544538
cg19195949,2,73383911
cg19196085,21,37987435
cg19196125,7,150825598
cg19196182,12,99038045
cg19196221,19,56215574
cg19196225,8,75226450
cg19196230,15,60770517
cg19196264,2,75836390
cg19196320,20,29523127
cg19196326,7,1371080
cg19196374,7,116254787
cg19196401,6,110721137
cg19196414,17,27188594
cg19196448,7,55978477
cg19196466,7,129592274
cg19196527,3,51922887
cg19196555,4,57524757
cg19196609,X,8433461
cg19196621,7,73677887
cg19196676,12,45598673
cg19196684,1,53608036
cg19196735,17,26216835
cg19196777,19,34981325
cg19196780,3,159700389
cg19196784,14,66783097
cg19196806,7,106820308
cg19196826,7,3018390
cg19196862,6,160491077
cg19196893,14,53610958
cg19196918,13,47371266
cg19196920,1,94491339
cg19196945,4,123844259
cg19197082,6,33218915
cg19197139,17,4613643
cg19197158,12,116498619
cg19197212,15,62457455
cg19197236,2,242698844
cg19197313,2,25728689
cg19197328,15,91454822
cg19197419,20,44441611
cg19197440,17,1811268
cg19197457,17,60699625
cg19197463,1,186488110
cg19197496,1,55163765
cg19197515,4,122686429
cg19197523,8,124428673
cg19197530,6,104566348
cg19197556,1,25239378
cg19197561,10,103113439
cg19197611,14,82458965
cg19197652,11,94602455
cg19197669,1,223263196
cg19197744,8,120429517
cg19197750,7,43966250
cg19197770,17,72809527
cg19197789,2,113627104
cg19197795,20,37063998
cg19197830,2,170681573
cg19197888,10,135246700
cg19197905,10,98716487
cg19197915,8,2146803
cg19197948,1,18968109
cg19198054,15,78186621
cg19198081,11,48363652
cg19198089,11,102524539
cg19198148,3,187451817
cg19198178,18,43608547
cg19198229,20,34891884
cg19198358,8,1725178
cg19198386,12,89811741
cg19198400,5,110405692
cg19198464,2,131076250
cg19198470,1,169860335
cg19198472,17,18136332
cg19198546,2,201172753
cg19198567,3,69432829
cg19198568,7,28997865
cg19198580,5,138716309
cg19198714,1,15573646
cg19198764,6,7390646
cg19198791,17,73975106
cg19198794,2,74757220
cg19198913,2,129495072
cg19198918,1,18896526
cg19198919,12,109527429
cg19198924,22,25170499
cg19198938,3,188001191
cg19198941,4,67035177
cg19198993,12,131708299
cg19199113,2,122563447
cg19199142,21,30671682
cg19199146,11,6426038
cg19199159,18,44772288
cg19199204,6,29944129
cg19199261,1,145589805
cg19199266,17,43714887
cg19199275,19,35597376
cg19199378,11,108464497
cg19199407,2,64246299
cg19199477,11,126025631
cg19199483,13,111483034
cg19199512,22,36220699
cg19199531,22,20104663
cg19199590,11,62457676
cg19199616,14,93597101
cg19199677,8,139613768
cg19199711,11,15095541
cg19199752,21,45730235
cg19199805,4,27058110
cg19199865,12,25216961
cg19199866,7,87195458
cg19199906,19,17999238
cg19199932,15,30022895
cg19199969,3,177973330
cg19200045,X,40440230
cg19200082,20,47197907
cg19200086,11,62693169
cg19200140,20,44800667
cg19200176,5,135647935
cg19200197,2,198480049
cg19200263,3,57176660
cg19200279,5,72687641
cg19200285,12,2800754
cg19200306,5,153472975
cg19200319,2,11061565
cg19200333,10,108918390
cg19200440,6,30569155
cg19200490,10,43544617
cg19200496,11,108337941
cg19200515,6,45609498
cg19200561,6,116155749
cg19200589,21,36041604
cg19200592,3,32877041
cg19200596,4,16011890
cg19200619,16,50055261
cg19200700,20,52804941
cg19200719,17,80809669
cg19200802,2,107499151
cg19200814,17,21363834
cg19200827,11,97814755
cg19200920,15,57797495
cg19200938,14,82456032
cg19200953,13,100470737
cg19201009,10,99475405
cg19201019,19,41935184
cg19201068,17,54584985
cg19201144,2,127951363
cg19201369,11,69629429
cg19201457,3,13232138
cg19201477,8,21776850
cg19201533,10,18133437
cg19201596,5,147343694
cg19201719,9,214689
cg19201723,20,7921279
cg19201725,2,53486154
cg19201767,8,62647752
cg19201770,2,111556575
cg19201894,2,27439764
cg19202014,11,417577
cg19202020,12,56320951
cg19202030,4,39817263
cg19202058,18,70210493
cg19202107,17,30827206
cg19202157,2,121518192
cg19202213,5,50746140
cg19202269,X,47519139
cg19202288,6,163541451
cg19202292,12,54347056
cg19202369,10,81204457
cg19202384,17,79894510
cg19202479,17,3848828
cg19202601,22,30070167
cg19202618,2,8021550
cg19202687,13,107001758
cg19202718,5,100760205
cg19202760,12,51236445
cg19202784,10,11141071
cg19202786,6,166797285
cg19202803,5,180553164
cg19202813,2,189216615
cg19202886,12,50288818
cg19202924,1,37416401
cg19202940,12,104064349
cg19202986,7,76499300
cg19202990,4,155640778
cg19203015,1,230358772
cg19203064,1,95145414
cg19203065,2,11598967
cg19203105,19,50377882
cg19203115,18,29263740
cg19203166,11,2910797
cg19203173,16,22948584
cg19203174,7,95661646
cg19203268,20,55934966
cg19203304,13,110813618
cg19203333,6,134175397
cg19203369,9,133814377
cg19203401,11,55763523
cg19203429,12,65153814
cg19203457,6,114181797
cg19203504,2,210867410
cg19203575,6,28322085
cg19203765,13,79980705
cg19203800,22,49088903
cg19203811,17,62650182
cg19203836,6,31940800
cg19203857,X,107020597
cg19203884,21,45988121
cg19203911,7,104836950
cg19204001,22,41757561
cg19204021,1,45473118
cg19204131,6,10385319
cg19204171,14,74325613
cg19204189,12,1973207
cg19204194,4,110736314
cg19204234,17,33518116
cg19204283,6,151041961
cg19204328,18,66379576
cg19204437,15,45735154
cg19204535,11,82921449
cg19204572,13,31627512
cg19204631,10,60027764
cg19204689,9,98148069
cg19204693,11,68206026
cg19204757,10,119009128
cg19204834,12,6281452
cg19204843,4,185276360
cg19204858,13,25139612
cg19204859,20,24933797
cg19204924,19,20576477
cg19204929,5,3452918
cg19204946,1,207143869
cg19204958,10,415936
cg19204983,4,144290972
cg19205023,10,134001454
cg19205031,4,99716207
cg19205037,2,8736345
cg19205041,6,143929510
cg19205046,7,10842339
cg19205064,6,33284838
cg19205136,13,102170397
cg19205177,2,42597272
cg19205181,20,18811414
cg19205225,7,131013115
cg19205235,11,12553650
cg19205240,7,103126836
cg19205266,12,54561795
cg19205281,13,107029122
cg19205376,11,48037487
cg19205426,8,48282676
cg19205482,12,25101837
cg19205498,12,133431063
cg19205500,6,157167628
cg19205520,15,65944969
cg19205533,12,15373986
cg19205544,6,70491094
cg19205618,1,153261586
cg19205631,11,59282122
cg19205831,22,23378003
cg19205847,2,239800267
cg19205850,3,128446369
cg19205897,15,76683560
cg19205909,22,42353670
cg19205926,4,6757568
cg19205994,1,242688080
cg19206010,X,47518848
cg19206040,1,37500440
cg19206048,X,112766112
cg19206078,19,524607
cg19206131,2,26225805
cg19206146,6,28661758
cg19206150,17,47022498
cg19206198,3,12587040
cg19206260,16,85559015
cg19206274,2,166703068
cg19206305,13,49926308
cg19206437,22,46921966
cg19206479,3,51812801
cg19206486,19,49523045
cg19206523,20,44526243
cg19206534,8,125267280
cg19206653,22,38453238
cg19206667,3,179065846
cg19206705,6,157890508
cg19206710,6,3756976
cg19206728,12,39734161
cg19206844,2,71221536
cg19206910,3,93781997
cg19206914,12,43173344
cg19206986,4,42658951
cg19206987,20,23146398
cg19207017,10,104316062
cg19207033,8,66754102
cg19207066,10,1251073
cg19207090,3,47053444
cg19207091,4,147973875
cg19207295,3,196295007
cg19207306,7,50868692
cg19207361,16,69513925
cg19207364,12,12601971
cg19207383,6,82299912
cg19207393,7,65440037
cg19207486,19,22323106
cg19207487,9,39817389
cg19207505,2,103513399
cg19207581,13,41241083
cg19207803,4,1807818
cg19207812,8,29404653
cg19207856,21,38444951
cg19207921,4,148451777
cg19207930,12,118605368
cg19207943,17,66494329
cg19208051,10,77888208
cg19208072,13,50638144
cg19208079,7,42277393
cg19208104,10,50608261
cg19208107,1,221457509
cg19208228,1,231052415
cg19208271,2,33772984
cg19208371,8,19555368
cg19208477,X,140271603
cg19208539,6,91297351
cg19208681,17,56769627
cg19208700,12,117257304
cg19208718,1,190233977
cg19208749,7,158379187
cg19208791,12,96910274
cg19208810,16,776598
cg19208848,9,80177512
cg19208876,10,79093529
cg19208897,4,1723619
cg19208906,3,48457785
cg19209043,8,29763133
cg19209049,11,69454828
cg19209225,10,102756911
cg19209269,19,28296870
cg19209355,4,8345154
cg19209385,6,53659378
cg19209507,3,48663215
cg19209587,16,1128594
cg19209588,17,29517418
cg19209624,6,170461990
cg19209687,3,9153540
cg19209689,18,35064899
cg19209729,9,139248927
cg19209799,3,185908156
cg19209802,1,12820222
cg19209895,10,86004280
cg19209911,10,130298656
cg19209943,20,31105537
cg19209976,12,52278167
cg19209977,13,29937064
cg19210045,2,170657339
cg19210140,7,170691
cg19210176,8,6735627
cg19210230,2,105915942
cg19210276,11,57529464
cg19210302,3,45635098
cg19210306,13,103425388
cg19210342,10,23640729
cg19210349,6,1094005
cg19210352,16,3793642
cg19210358,4,169401703
cg19210413,6,65623934
cg19210441,3,160295995
cg19210487,X,68834605
cg19210553,22,44438951
cg19210625,13,45780369
cg19210626,3,64009684
cg19210659,17,48271740
cg19210699,8,78831245
cg19210763,13,110679971
cg19210770,2,220379090
cg19210808,3,197886986
cg19210816,10,120839406
cg19210830,5,115839147
cg19210852,21,38905928
cg19210858,4,140058880
cg19210893,9,125589221
cg19211077,19,21658000
cg19211149,12,3982352
cg19211186,10,71469744
cg19211201,16,28936210
cg19211209,3,13139832
cg19211222,7,32340314
cg19211295,4,6328368
cg19211382,21,15645809
cg19211484,3,16650167
cg19211568,X,115511217
cg19211619,19,5913922
cg19211740,5,132143953
cg19211827,14,21152809
cg19211851,2,43555465
cg19211853,13,79968215
cg19211880,3,134088356
cg19211899,6,126277753
cg19211914,1,179847095
cg19211915,11,32452512
cg19211931,2,115419536
cg19211934,2,6913402
cg19212085,4,186262047
cg19212131,12,111000465
cg19212222,11,33218968
cg19212224,7,97362704
cg19212391,17,72432789
cg19212399,12,107509059
cg19212453,6,105691355
cg19212465,7,157654169
cg19212470,15,62125539
cg19212492,8,62694254
cg19212514,4,129838252
cg19212523,1,160781204
cg19212550,10,101767907
cg19212561,19,41534219
cg19212576,X,149533538
cg19212668,11,7535129
cg19212712,4,468195
cg19212767,2,76705914
cg19212779,4,48777470
cg19212823,X,47943332
cg19212828,2,113609592
cg19212849,1,202032353
cg19212948,16,24551684
cg19212949,19,57323839
cg19213045,13,40180621
cg19213167,12,119836172
cg19213313,2,27804854
cg19213407,11,121339001
cg19213471,15,31242599
cg19213569,1,59762604
cg19213633,7,13989895
cg19213659,6,88145327
cg19213665,6,26124874
cg19213675,11,214948
cg19213703,3,177554560
cg19213717,22,18258038
cg19213744,22,50585215
cg19213762,15,33962291
cg19213799,15,51398558
cg19213808,17,49336081
cg19213829,1,236139922
cg19213955,17,72427107
cg19213979,1,170690860
cg19214003,4,123301384
cg19214024,19,3227771
cg19214091,10,122253505
cg19214097,2,202814248
cg19214126,19,34140416
cg19214178,5,123625778
cg19214184,12,112621526
cg19214222,4,147867080
cg19214239,1,22834995
cg19214243,X,48651590
cg19214252,3,169352741
cg19214300,16,56709502
cg19214324,3,191778128
cg19214331,20,35169259
cg19214408,10,111981686
cg19214435,17,56737490
cg19214477,19,34856138
cg19214487,8,42751757
cg19214534,2,85687807
cg19214594,22,50629037
cg19214629,20,6019339
cg19214657,3,192151710
cg19214658,13,112892640
cg19214707,7,3157721
cg19214721,18,53217088
cg19214746,12,122879563
cg19214868,17,62308896
cg19214907,1,11072598
cg19214916,X,73642733
cg19214919,17,37896419
cg19214942,13,78299937
cg19214977,17,2777959
cg19215003,1,111422721
cg19215102,11,128590584
cg19215110,6,30850912
cg19215181,8,1693220
cg19215194,22,30952232
cg19215197,1,11889100
cg19215199,10,81005283
cg19215206,10,19337652
cg19215233,1,21643773
cg19215261,5,140684149
cg19215266,10,35417162
cg19215270,15,41099782
cg19215292,12,130540252
cg19215311,6,134719797
cg19215386,18,72921445
cg19215402,8,23190806
cg19215498,14,55879736
cg19215541,16,86337685
cg19215671,2,237081838
cg19215677,7,2395141
